"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "dGobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hQ" "hS" "W"
1323547200 20111210200000 0 0 0.0798 0 0 0 0 0 0.0688 0.029 0.018 124.8 125.78 1065.5 0.16 97.75 0.3101
1323550800 20111210210000 0 0 0.0781 0 0 0 0 0 0.0665 0.0293 0.0162 124.83 125.74 1065.25 0.15 95.65 0.3099
1323554400 20111210220000 0 0 0.0759 0 0 0 0 0 0.0644 0.0295 0.0146 124.86 125.7 1065.03 0.13 93.61 0.3097
1323558000 20111210230000 0 0 0.0748 0 0 0 0 0 0.0624 0.0297 0.0131 124.89 125.66 1064.82 0.12 91.66 0.3094
1323561600 20111211000000 0 0 0.0731 0 0 0 0 0 0.0604 0.0299 0.0118 124.92 125.62 1064.63 0.11 89.78 0.3092
1323565200 20111211010000 0 0 0.0726 0 0 0 0 0 0.0586 0.0301 0.0106 124.95 125.59 1064.45 0.1 88 0.309
1323568800 20111211020000 0 0 0.0714 0 0 0 0 0 0.0568 0.0303 0.0095 124.98 125.57 1064.29 0.09 86.29 0.3088
1323572400 20111211030000 0 0 0.0703 0 0 0 0 0 0.0552 0.0304 0.0086 125.01 125.54 1064.15 0.08 84.67 0.3086
1323576000 20111211040000 0 0 0.0692 0 0 0 0 0 0.0536 0.0306 0.0077 125.05 125.52 1064.02 0.07 83.14 0.3083
1323579600 20111211050000 0 0 0.0676 0 0 0 0 0 0.0522 0.0308 0.0069 125.08 125.5 1063.9 0.06 81.69 0.3081
1323583200 20111211060000 0 0 0.0665 0 0 0 0 0 0.0508 0.0309 0.0062 125.11 125.48 1063.79 0.06 80.32 0.3079
1323586800 20111211070000 0 0 0.0659 0 0 0 0 0 0.0496 0.031 0.0056 125.14 125.46 1063.7 0.05 79.03 0.3076
1323590400 20111211080000 0 0.0038 0.0642 0 0 0 0 0.0038 0.0484 0.0312 0.005 125.17 125.45 1063.62 0.05 77.81 0.3074
1323594000 20111211090000 0 0.0202 0.0631 0 0 0 0 0.0201 0.0473 0.0313 0.0045 125.23 125.43 1063.55 0.04 76.64 0.307
1323597600 20111211100000 0 0.0231 0.0626 0 0 0 0 0.023 0.0462 0.0314 0.0041 125.28 125.43 1063.5 0.04 75.55 0.3066
1323601200 20111211110000 0 0.024 0.0615 0 0 0 0 0.0239 0.0452 0.0315 0.0037 125.34 125.42 1063.46 0.03 74.52 0.3062
1323604800 20111211120000 0 0.0442 0.0604 0 0 0 0 0.044 0.0443 0.0316 0.0033 125.41 125.42 1063.44 0.03 73.53 0.3057
1323608400 20111211130000 0 0.049 0.0598 0 0 0 0 0.0488 0.0434 0.0317 0.003 125.49 125.42 1063.44 0.03 72.61 0.3051
1323612000 20111211140000 0 0.0269 0.0593 0 0 0 0 0.0268 0.0426 0.0318 0.0027 125.55 125.42 1063.46 0.02 71.76 0.3047
1323615600 20111211150000 0 0.0087 0.0593 0 0 0 0 0.0087 0.0419 0.0318 0.0024 125.59 125.42 1063.5 0.02 70.99 0.3044
1323619200 20111211160000 0 0 0.0593 0 0 0 0 0 0.0412 0.0319 0.0021 125.63 125.43 1063.54 0.02 70.28 0.3041
1323622800 20111211170000 0 0 0.0593 0 0 0 0 0 0.0406 0.032 0.0019 125.66 125.44 1063.59 0.02 69.61 0.3039
1323626400 20111211180000 0 0 0.0593 0 0 0 0 0 0.04 0.032 0.0017 125.69 125.45 1063.64 0.02 68.99 0.3037
1323630000 20111211190000 0 0 0.0587 0 0 0 0 0 0.0395 0.0321 0.0016 125.72 125.46 1063.7 0.01 68.41 0.3034
1323633600 20111211200000 0 0 0.0587 0 0 0 0 0 0.039 0.0321 0.0014 125.75 125.47 1063.77 0.01 67.86 0.3032
1323637200 20111211210000 0 0 0.0582 0 0 0 0 0 0.0385 0.0321 0.0013 125.79 125.49 1063.84 0.01 67.35 0.303
1323640800 20111211220000 0 0 0.0582 0 0 0 0 0 0.0381 0.0322 0.0011 125.82 125.5 1063.91 0.01 66.88 0.3027
1323644400 20111211230000 0 0 0.0576 0 0 0 0 0 0.0377 0.0322 0.001 125.85 125.51 1063.99 0.01 66.43 0.3025
1323648000 20111212000000 0 0 0.057 0 0 0 0 0 0.0373 0.0322 0.0009 125.88 125.53 1064.08 0.01 66.02 0.3023
1323651600 20111212010000 0 0 0.057 0 0 0 0 0 0.0369 0.0322 0.0008 125.92 125.54 1064.17 0.01 65.63 0.302
1323655200 20111212020000 0.1 0 0.057 0 0 0 0 0 0.0366 0.0323 0.0007 125.88 125.56 1064.26 0.04 65.37 0.3023
1323658800 20111212030000 0.2 0 0.0565 0 0 0 0 0 0.0364 0.0323 0.0037 125.77 125.57 1064.34 0.09 65.53 0.3031
1323662400 20111212040000 0 0 0.057 0 0 0 0 0 0.0365 0.0323 0.0094 125.81 125.58 1064.39 0.08 66.04 0.3028
1323666000 20111212050000 0.1 0 0.0565 0 0 0 0 0 0.0369 0.0322 0.0084 125.77 125.59 1064.45 0.11 66.5 0.3031
1323669600 20111212060000 0.1 0 0.0565 0 0 0 0 0 0.0373 0.0321 0.0106 125.73 125.6 1064.49 0.13 67.14 0.3034
1323673200 20111212070000 0.3 0 0.057 0 0 0 0 0 0.0379 0.0321 0.0126 125.56 125.61 1064.52 0.2 68.12 0.3046
1323676800 20111212080000 1.1 0 0.0576 0 0 0 0 0 0.0387 0.032 0.0204 124.82 125.6 1064.51 0.52 70.59 0.3099
1323680400 20111212090000 0.3 0.0056 0.0593 0 0 0 0 0.0056 0.0408 0.0318 0.0518 124.65 125.57 1064.31 0.56 75.16 0.3112
1323684000 20111212100000 0 0.0133 0.0604 0 0 0 0 0.0132 0.0449 0.0314 0.0559 124.7 125.53 1064.09 0.5 79.39 0.3109
1323687600 20111212110000 0 0.0233 0.0609 0 0 0 0 0.0232 0.0487 0.0311 0.0503 124.75 125.49 1063.88 0.45 82.63 0.3105
1323691200 20111212120000 0 0.0378 0.0609 0 0 0 0 0.0376 0.0517 0.0308 0.0452 124.82 125.46 1063.69 0.41 85.02 0.31
1323694800 20111212130000 0 0.0611 0.0609 0 0 0 0 0.0609 0.054 0.0307 0.0406 124.91 125.43 1063.53 0.37 86.69 0.3093
1323698400 20111212140000 0 0.04 0.0604 0 0 0 0 0.0398 0.0556 0.0305 0.0365 124.98 125.41 1063.4 0.33 87.8 0.3088
1323702000 20111212150000 0 0.0178 0.0631 0 0 0 0 0.0177 0.0566 0.0305 0.0328 125.03 125.39 1063.3 0.3 88.44 0.3084
1323705600 20111212160000 0 0.0011 0.062 0 0 0 0 0.0011 0.0573 0.0304 0.0295 125.06 125.37 1063.21 0.27 88.71 0.3082
1323709200 20111212170000 0 0 0.0598 0 0 0 0 0 0.0575 0.0304 0.0265 125.09 125.36 1063.13 0.24 88.65 0.308
1323712800 20111212180000 0 0 0.0593 0 0 0 0 0 0.0575 0.0304 0.0238 125.13 125.35 1063.06 0.21 88.33 0.3077
1323716400 20111212190000 0 0 0.0587 0 0 0 0 0 0.0572 0.0305 0.0214 125.16 125.34 1063.01 0.19 87.8 0.3075
1323720000 20111212200000 0 0 0.057 0 0 0 0 0 0.0566 0.0305 0.0193 125.19 125.33 1062.96 0.17 87.12 0.3073
1323723600 20111212210000 0 0 0.0565 0 0 0 0 0 0.056 0.0306 0.0173 125.22 125.32 1062.93 0.16 86.31 0.3071
1323727200 20111212220000 0 0 0.0559 0 0 0 0 0 0.0552 0.0307 0.0156 125.25 125.32 1062.9 0.14 85.41 0.3069
1323730800 20111212230000 0 0 0.0554 0 0 0 0 0 0.0544 0.0307 0.014 125.28 125.32 1062.88 0.13 84.45 0.3066
1323734400 20111213000000 0 0 0.0554 0 0 0 0 0 0.0534 0.0308 0.0126 125.31 125.31 1062.87 0.11 83.45 0.3064
1323738000 20111213010000 0 0 0.0548 0 0 0 0 0 0.0525 0.0309 0.0113 125.34 125.31 1062.87 0.1 82.43 0.3062
1323741600 20111213020000 0 0 0.0548 0 0 0 0 0 0.0515 0.031 0.0102 125.37 125.32 1062.88 0.09 81.39 0.3059
1323745200 20111213030000 0.5 0 0.0554 0 0 0 0 0 0.0506 0.0311 0.0091 125.06 125.32 1062.89 0.24 80.86 0.3082
1323748800 20111213040000 2.4 0 0.0565 0 0 0 0 0 0.0501 0.0311 0.0235 123.43 125.31 1062.83 0.95 83.72 0.3201
1323752400 20111213050000 2.1 0 0.0609 0 0 0 0 0 0.0527 0.0309 0.0951 122.03 125.22 1062.36 1.53 93.15 0.3304
1323756000 20111213060000 1.1 0 0.0703 0 0 0 0 0 0.0652 0.0299 0.158 121.33 125.08 1061.53 1.73 106.51 0.3356
1323759600 20111213070000 0.1 0 0.082 0 0 0 0 0 0.0791 0.0289 0.1697 121.29 124.91 1060.6 1.59 118.56 0.3359
1323763200 20111213080000 0.4 0 0.0947 0 0 0 0 0 0.0918 0.028 0.1588 121.05 124.75 1059.69 1.57 128.46 0.3376
1323766800 20111213090000 0 0.0094 0.1047 0 0 0 0 0.0094 0.1002 0.0275 0.1569 121.09 124.59 1058.76 1.41 136.86 0.3374
1323770400 20111213100000 0.2 0.0203 0.1146 0 0 0 0 0.0202 0.1102 0.0269 0.141 121.01 124.43 1057.89 1.34 142.8 0.338
1323774000 20111213110000 1.6 0.0156 0.123 0 0 0 0 0.0155 0.1175 0.0265 0.1335 119.99 124.28 1057.03 1.74 148.64 0.3456
1323777600 20111213120000 0 0.0312 0.1285 0 0 0 0 0.0311 0.1248 0.0261 0.1741 120.05 124.09 1055.96 1.57 156.15 0.3451
1323781200 20111213130000 0 0.0781 0.1357 0 0 0 0 0.0778 0.1344 0.0256 0.1565 120.15 123.92 1054.95 1.41 160.85 0.3444
1323784800 20111213140000 0 0.0391 0.1412 0 0 0 0 0.039 0.1405 0.0253 0.1407 120.21 123.75 1054 1.27 163.37 0.3439
1323788400 20111213150000 0 0.0062 0.1446 0 0 0 0 0.0062 0.1438 0.0252 0.1265 120.25 123.59 1053.12 1.14 164.16 0.3437
1323792000 20111213160000 0 0 0.1446 0 0 0 0 0 0.1448 0.0253 0.1137 120.27 123.45 1052.28 1.02 163.58 0.3435
1323795600 20111213170000 0 0 0.1412 0 0 0 0 0 0.144 0.0254 0.1022 120.3 123.31 1051.49 0.92 161.94 0.3433
1323799200 20111213180000 0 0 0.1368 0 0 0 0 0 0.1419 0.0257 0.0919 120.32 123.17 1050.74 0.83 159.51 0.3431
1323802800 20111213190000 0 0 0.1302 0 0 0 0 0 0.1387 0.026 0.0826 120.35 123.05 1050.02 0.74 156.51 0.3429
1323806400 20111213200000 0 0 0.1257 0 0 0 0 0 0.1348 0.0264 0.0743 120.38 122.93 1049.35 0.67 153.1 0.3427
1323810000 20111213210000 0 0 0.1218 0 0 0 0 0 0.1304 0.0268 0.0668 120.4 122.82 1048.71 0.6 149.42 0.3425
1323813600 20111213220000 0 0 0.1174 0 0 0 0 0 0.1258 0.0272 0.06 120.43 122.71 1048.11 0.54 145.57 0.3423
1323817200 20111213230000 0 0 0.1135 0 0 0 0 0 0.1209 0.0277 0.054 120.46 122.61 1047.54 0.49 141.64 0.3421
1323820800 20111214000000 0 0 0.1097 0 0 0 0 0 0.1161 0.0281 0.0485 120.49 122.52 1047 0.44 137.7 0.3419
1323824400 20111214010000 0 0 0.1069 0 0 0 0 0 0.1113 0.0286 0.0436 120.52 122.43 1046.49 0.39 133.79 0.3416
1323828000 20111214020000 0 0 0.1036 0 0 0 0 0 0.1066 0.029 0.0392 120.55 122.34 1046.01 0.35 129.96 0.3414
1323831600 20111214030000 0 0 0.1002 0 0 0 0 0 0.102 0.0294 0.0353 120.57 122.26 1045.56 0.32 126.23 0.3412
1323835200 20111214040000 0 0 0.098 0 0 0 0 0 0.0976 0.0298 0.0317 120.6 122.19 1045.14 0.28 122.61 0.341
1323838800 20111214050000 0 0 0.0958 0 0 0 0 0 0.0935 0.0302 0.0285 120.64 122.12 1044.74 0.26 119.14 0.3408
1323842400 20111214060000 0 0 0.0936 0 0 0 0 0 0.0895 0.0306 0.0256 120.67 122.06 1044.37 0.23 115.81 0.3405
1323846000 20111214070000 4.5 0 0.0925 0 0 0 0 0 0.0858 0.031 0.023 117.73 121.99 1044.03 1.74 117.12 0.3625
1323849600 20111214080000 4.8 0 0.0991 0 0 0 0 0 0.0937 0.0304 0.2227 114.74 121.77 1042.74 3.29 137.87 0.3853
1323853200 20111214090000 1.4 0.0109 0.1634 0 0 0 0 0.0109 0.122 0.0285 0.3357 113.92 121.45 1040.94 3.49 163.47 0.3916
1323856800 20111214100000 0.1 0.0082 0.2415 0 0 0 0 0.0082 0.1539 0.0265 0.339 113.89 121.13 1039.08 3.19 184.73 0.3918
1323860400 20111214110000 0 0.0558 0.293 0 0 0 0 0.0556 0.1789 0.0251 0.3108 113.97 120.81 1037.3 2.87 200.38 0.3911
1323864000 20111214120000 0 0.0571 0.3107 0 0 0 0 0.0569 0.1996 0.0241 0.2802 114.05 120.52 1035.61 2.59 210.8 0.3905
1323867600 20111214130000 0 0.0354 0.2869 0 0 0 0 0.0353 0.2134 0.0234 0.2526 114.11 120.24 1034.02 2.34 217.03 0.3901
1323871200 20111214140000 0 0.0204 0.2586 0 0 0 0 0.0203 0.2215 0.0232 0.2278 114.16 119.97 1032.5 2.11 219.95 0.3897
1323874800 20111214150000 0 0.0109 0.2376 0 0 0 0 0.0109 0.2249 0.0232 0.2053 114.19 119.72 1031.07 1.9 220.29 0.3895
1323878400 20111214160000 0 0.0014 0.2204 0 0 0 0 0.0014 0.2247 0.0234 0.1851 114.22 119.48 1029.7 1.71 218.68 0.3893
1323882000 20111214170000 0 0 0.2071 0 0 0 0 0 0.2216 0.0238 0.1669 114.24 119.26 1028.4 1.54 215.59 0.3891
1323885600 20111214180000 0 0 0.1955 0 0 0 0 0 0.2165 0.0243 0.1505 114.26 119.04 1027.16 1.39 211.41 0.3889
1323889200 20111214190000 0 0 0.1855 0 0 0 0 0 0.2099 0.0249 0.1356 114.29 118.83 1025.98 1.25 206.48 0.3887
1323892800 20111214200000 0 0 0.1772 0 0 0 0 0 0.2023 0.0255 0.1223 114.32 118.64 1024.86 1.13 201.03 0.3885
1323896400 20111214210000 0 0 0.1695 0 0 0 0 0 0.1963 0.026 0.1131 114.34 118.45 1023.78 1.02 195.32 0.3883
1323900000 20111214220000 0 0 0.1628 0 0 0 0 0 0.188 0.0268 0.1017 114.37 118.27 1022.76 0.91 189.37 0.3881
1323903600 20111214230000 0 0 0.1567 0 0 0 0 0 0.1794 0.0275 0.0914 114.4 118.1 1021.78 0.82 183.32 0.3879
1323907200 20111215000000 0 0 0.1512 0 0 0 0 0 0.1709 0.0282 0.0822 114.42 117.94 1020.85 0.74 177.27 0.3877
1323910800 20111215010000 0 0 0.1462 0 0 0 0 0 0.1625 0.0289 0.0739 114.45 117.78 1019.98 0.66 171.3 0.3875
1323914400 20111215020000 0 0 0.1423 0 0 0 0 0 0.1544 0.0296 0.0664 114.48 117.64 1019.14 0.6 165.47 0.3872
1323918000 20111215030000 0 0 0.1379 0 0 0 0 0 0.1465 0.0303 0.0597 114.51 117.5 1018.36 0.54 159.81 0.387
1323921600 20111215040000 0 0 0.134 0 0 0 0 0 0.1391 0.031 0.0537 114.55 117.37 1017.61 0.48 154.37 0.3867
1323925200 20111215050000 0 0 0.1307 0 0 0 0 0 0.1321 0.0316 0.0483 114.58 117.25 1016.9 0.43 149.16 0.3865
1323928800 20111215060000 0 0 0.1279 0 0 0 0 0 0.1254 0.0323 0.0434 114.61 117.13 1016.24 0.39 144.18 0.3863
1323932400 20111215070000 0 0 0.1246 0 0 0 0 0 0.1192 0.0329 0.039 114.64 117.02 1015.61 0.35 139.44 0.386
1323936000 20111215080000 0 0.0028 0.1218 0 0 0 0 0.0028 0.1134 0.0334 0.0351 114.68 116.92 1015.01 0.32 134.95 0.3857
1323939600 20111215090000 0 0.0097 0.118 0 0 0 0 0.0097 0.1079 0.034 0.0315 114.72 116.82 1014.45 0.28 130.69 0.3854
1323943200 20111215100000 1.2 0.0125 0.1158 0 0 0 0 0.0125 0.1029 0.0345 0.0283 114.03 116.73 1013.93 0.72 127.87 0.3907
1323946800 20111215110000 0.6 0.0292 0.1163 0 0 0 0 0.0291 0.0996 0.0348 0.0717 113.73 116.61 1013.25 0.88 129.14 0.393
1323950400 20111215120000 0.5 0.0167 0.118 0 0 0 0 0.0166 0.101 0.0348 0.0879 113.48 116.49 1012.53 0.99 131.79 0.3949
1323954000 20111215130000 0 0.0139 0.1202 0 0 0 0 0.0139 0.1042 0.0347 0.0987 113.53 116.36 1011.78 0.89 134.7 0.3945
1323957600 20111215140000 0 0.0083 0.123 0 0 0 0 0.0083 0.1076 0.0345 0.0887 113.57 116.23 1011.08 0.8 136.25 0.3942
1323961200 20111215150000 0 0.0069 0.1246 0 0 0 0 0.0069 0.1095 0.0345 0.0798 113.61 116.12 1010.41 0.72 136.72 0.3939
1323964800 20111215160000 0 0 0.1241 0 0 0 0 0 0.1101 0.0346 0.0717 113.65 116.01 1009.79 0.64 136.33 0.3936
1323968400 20111215170000 1.3 0 0.1241 0 0 0 0 0 0.1096 0.0347 0.0645 112.9 115.91 1009.2 1.09 136.59 0.3994
1323972000 20111215180000 1 0 0.1257 0 0 0 0 0 0.1099 0.0348 0.1091 112.33 115.77 1008.44 1.38 140.99 0.4038
1323975600 20111215190000 1.1 0 0.1329 0 0 0 0 0 0.1153 0.0345 0.138 111.71 115.63 1007.58 1.69 147.81 0.4086
1323979200 20111215200000 0 0 0.1418 0 0 0 0 0 0.1237 0.0339 0.1685 111.74 115.46 1006.6 1.51 155.68 0.4083
1323982800 20111215210000 0 0 0.1473 0 0 0 0 0 0.1337 0.0333 0.1515 111.78 115.29 1005.68 1.36 160.79 0.408
1323986400 20111215220000 0.1 0 0.1501 0 0 0 0 0 0.1404 0.033 0.1362 111.75 115.14 1004.8 1.27 163.77 0.4082
1323990000 20111215230000 0.4 0 0.1523 0 0 0 0 0 0.1443 0.0328 0.1265 111.55 114.99 1003.95 1.3 165.67 0.4098
1323993600 20111216000000 0 0 0.1551 0 0 0 0 0 0.1468 0.0328 0.1301 111.58 114.84 1003.09 1.17 167.27 0.4095
1323997200 20111216010000 0 0 0.154 0 0 0 0 0 0.149 0.0328 0.1169 111.61 114.7 1002.27 1.05 167.34 0.4093
1324000800 20111216020000 0 0 0.1523 0 0 0 0 0 0.1491 0.0329 0.1051 111.65 114.57 1001.5 0.94 166.24 0.409
1324004400 20111216030000 0 0 0.1506 0 0 0 0 0 0.1476 0.0331 0.0945 111.68 114.44 1000.77 0.85 164.24 0.4088
1324008000 20111216040000 0.2 0 0.1495 0 0 0 0 0 0.1449 0.0334 0.0849 111.6 114.32 1000.08 0.85 161.79 0.4094
1324011600 20111216050000 1.4 0 0.1495 0 0 0 0 0 0.1417 0.0338 0.0845 110.8 114.2 999.4 1.33 160.85 0.4156
1324015200 20111216060000 1.7 0 0.1551 0 0 0 0 0 0.1405 0.034 0.1333 109.84 114.06 998.55 1.9 165.24 0.423
1324018800 20111216070000 2.4 0 0.1767 0 0 0 0 0 0.1497 0.0335 0.2111 108.5 113.86 997.42 2.71 177.13 0.4334
1324022400 20111216080000 2.8 0 0.2254 0 0 0 0 0 0.17 0.0322 0.3005 106.96 113.61 995.98 3.63 196.2 0.4455
1324026000 20111216090000 2.5 0.0015 0.3102 0 0 0 0 0.0015 0.2005 0.0303 0.3877 105.61 113.31 994.23 4.36 220.46 0.456
1324029600 20111216100000 1.7 0.0147 0.417 0 0 0 0 0.0147 0.2384 0.0281 0.4474 104.73 112.97 992.26 4.69 245.84 0.4629
1324033200 20111216110000 0.1 0.0221 0.5106 0 0 0 0 0.022 0.2774 0.026 0.4553 104.73 112.62 990.23 4.28 266.31 0.4629
1324036800 20111216120000 0.1 0.0206 0.5289 0 0 0 0 0.0205 0.3058 0.0245 0.4182 104.72 112.28 988.28 3.9 280.08 0.463
1324040400 20111216130000 0.5 0.0191 0.5084 0 0 0 0 0.019 0.3269 0.0235 0.3861 104.49 111.95 986.39 3.74 288.84 0.4647
1324044000 20111216140000 0.5 0.0147 0.4674 0 0 0 0 0.0147 0.3408 0.023 0.3707 104.26 111.63 984.53 3.6 294.61 0.4665
1324047600 20111216150000 0.5 0.0074 0.417 0 0 0 0 0.0074 0.3499 0.0227 0.3569 104.03 111.32 982.7 3.47 298.08 0.4684
1324051200 20111216160000 0.6 0 0.3805 0 0 0 0 0 0.3553 0.0227 0.3457 103.73 111 980.88 3.41 299.99 0.4707
1324054800 20111216170000 0.1 0 0.36 0 0 0 0 0 0.358 0.0228 0.3333 103.7 110.69 979.08 3.12 299.89 0.4709
1324058400 20111216180000 0.1 0 0.345 0 0 0 0 0 0.3566 0.0232 0.305 103.67 110.39 977.35 2.86 297.15 0.4712
1324062000 20111216190000 1 0 0.3279 0 0 0 0 0 0.3512 0.0237 0.2902 103.17 110.1 975.65 3.04 294.42 0.4751
1324065600 20111216200000 0 0 0.3157 0 0 0 0 0 0.3469 0.0242 0.2959 103.19 109.81 973.94 2.74 291.74 0.4749
1324069200 20111216210000 0 0 0.3046 0 0 0 0 0 0.3411 0.0248 0.2667 103.22 109.53 972.3 2.47 286.78 0.4747
1324072800 20111216220000 0 0 0.293 0 0 0 0 0 0.3317 0.0257 0.2405 103.24 109.26 970.75 2.22 280.23 0.4745
1324076400 20111216230000 0 0 0.2791 0 0 0 0 0 0.3198 0.0266 0.2168 103.27 109 969.26 2.01 272.59 0.4743
1324080000 20111217000000 0 0 0.2653 0 0 0 0 0 0.3064 0.0277 0.1955 103.3 108.76 967.84 1.81 264.27 0.4741
1324083600 20111217010000 0 0 0.2503 0 0 0 0 0 0.2922 0.0288 0.1762 103.33 108.53 966.49 1.63 255.55 0.4739
1324087200 20111217020000 0 0 0.2382 0 0 0 0 0 0.2776 0.0299 0.1589 103.36 108.31 965.21 1.47 246.67 0.4736
1324090800 20111217030000 0 0 0.2293 0 0 0 0 0 0.2631 0.0311 0.1432 103.39 108.1 963.99 1.32 237.78 0.4734
1324094400 20111217040000 0 0 0.2177 0 0 0 0 0 0.249 0.0323 0.1291 103.42 107.9 962.82 1.19 229.02 0.4731
1324098000 20111217050000 0 0 0.2105 0 0 0 0 0 0.2353 0.0334 0.1164 103.46 107.71 961.72 1.08 220.47 0.4729
1324101600 20111217060000 0 0 0.2027 0 0 0 0 0 0.2222 0.0345 0.1049 103.49 107.53 960.67 0.97 212.2 0.4726
1324105200 20111217070000 0 0 0.1955 0 0 0 0 0 0.2098 0.0355 0.0946 103.53 107.36 959.67 0.88 204.23 0.4723
1324108800 20111217080000 0 0.0011 0.1889 0 0 0 0 0.0011 0.201 0.0363 0.0875 103.57 107.2 958.71 0.79 196.52 0.472
1324112400 20111217090000 0 0.0164 0.1822 0 0 0 0 0.0164 0.1897 0.0373 0.0787 103.62 107.04 957.81 0.71 189.13 0.4716
1324116000 20111217100000 0 0.0567 0.1761 0 0 0 0 0.0566 0.1791 0.0383 0.0707 103.71 106.9 956.95 0.64 182.07 0.4708
1324119600 20111217110000 0 0.0742 0.1711 0 0 0 0 0.074 0.1691 0.0392 0.0636 103.83 106.76 956.15 0.57 175.36 0.47
1324123200 20111217120000 0 0.0655 0.1667 0 0 0 0 0.0653 0.1599 0.0401 0.0572 103.93 106.63 955.42 0.51 169.03 0.4691
1324126800 20111217130000 0 0.0447 0.1628 0 0 0 0 0.0446 0.1513 0.0409 0.0514 104.02 106.52 954.75 0.46 163.08 0.4684
1324130400 20111217140000 0 0.0284 0.159 0 0 0 0 0.0283 0.1434 0.0417 0.0462 104.09 106.41 954.12 0.42 157.5 0.4679
1324134000 20111217150000 0 0.012 0.1584 0 0 0 0 0.012 0.1361 0.0424 0.0415 104.15 106.31 953.54 0.37 152.27 0.4675
1324137600 20111217160000 0 0.0011 0.1567 0 0 0 0 0.0011 0.1294 0.0431 0.0373 104.19 106.22 953 0.34 147.37 0.4671
1324141200 20111217170000 0 0 0.1523 0 0 0 0 0 0.1232 0.0437 0.0336 104.23 106.13 952.49 0.3 142.78 0.4668
1324144800 20111217180000 0 0 0.1484 0 0 0 0 0 0.1175 0.0443 0.0302 104.28 106.05 952.02 0.27 138.48 0.4664
1324148400 20111217190000 0 0 0.144 0 0 0 0 0 0.1122 0.0449 0.0271 104.32 105.98 951.57 0.24 134.46 0.4661
1324152000 20111217200000 0 0 0.1412 0 0 0 0 0 0.1074 0.0454 0.0244 104.37 105.91 951.16 0.22 130.71 0.4657
1324155600 20111217210000 0 0 0.1379 0 0 0 0 0 0.1029 0.0459 0.0219 104.42 105.84 950.78 0.2 127.2 0.4653
1324159200 20111217220000 0.7 0 0.1357 0 0 0 0 0 0.0988 0.0464 0.0197 104.09 105.78 950.42 0.5 124.63 0.4679
1324162800 20111217230000 1.4 0 0.1362 0 0 0 0 0 0.0958 0.0467 0.0503 103.39 105.71 950 1.11 126.15 0.4734
1324166400 20111218000000 0 0 0.1401 0 0 0 0 0 0.0976 0.0466 0.1107 103.44 105.61 949.42 1 132.13 0.473
1324170000 20111218010000 0 0 0.1423 0 0 0 0 0 0.1046 0.0461 0.0995 103.48 105.52 948.88 0.89 136.23 0.4726
1324173600 20111218020000 0 0 0.1462 0 0 0 0 0 0.1095 0.0457 0.0895 103.53 105.43 948.37 0.8 138.8 0.4723
1324177200 20111218030000 0.2 0 0.1479 0 0 0 0 0 0.1126 0.0455 0.0804 103.47 105.35 947.89 0.82 140.34 0.4728
1324180800 20111218040000 0.6 0 0.1484 0 0 0 0 0 0.1145 0.0455 0.0818 103.2 105.27 947.42 1.02 142.22 0.4749
1324184400 20111218050000 0 0 0.1501 0 0 0 0 0 0.1168 0.0454 0.1019 103.25 105.18 946.91 0.92 145.26 0.4745
1324188000 20111218060000 0 0 0.1501 0 0 0 0 0 0.1205 0.0451 0.0916 103.29 105.1 946.42 0.82 146.88 0.4742
1324191600 20111218070000 0 0 0.1495 0 0 0 0 0 0.1226 0.045 0.0823 103.34 105.02 945.97 0.74 147.36 0.4738
1324195200 20111218080000 0 0.001 0.1479 0 0 0 0 0.001 0.1232 0.0451 0.074 103.38 104.95 945.55 0.67 146.95 0.4734
1324198800 20111218090000 0 0.0188 0.144 0 0 0 0 0.0188 0.1226 0.0452 0.0665 103.45 104.88 945.16 0.6 145.84 0.4729
1324202400 20111218100000 0 0.0545 0.1412 0 0 0 0 0.0544 0.1213 0.0454 0.0598 103.55 104.82 944.8 0.54 144.18 0.4721
1324206000 20111218110000 0 0.0673 0.1374 0 0 0 0 0.0671 0.1192 0.0456 0.0538 103.66 104.77 944.48 0.48 142.13 0.4713
1324209600 20111218120000 0 0.0743 0.134 0 0 0 0 0.0741 0.1167 0.0459 0.0483 103.78 104.72 944.21 0.43 139.82 0.4703
1324213200 20111218130000 0 0.0554 0.1313 0 0 0 0 0.0553 0.1138 0.0462 0.0435 103.88 104.68 943.97 0.39 137.35 0.4695
1324216800 20111218140000 0 0.0228 0.1279 0 0 0 0 0.0227 0.1108 0.0466 0.0391 103.95 104.65 943.77 0.35 134.8 0.469
1324220400 20111218150000 0 0.005 0.1257 0 0 0 0 0.005 0.1078 0.0469 0.0351 104.01 104.62 943.6 0.32 132.22 0.4686
1324224000 20111218160000 0 0.001 0.1246 0 0 0 0 0.001 0.1047 0.0472 0.0316 104.06 104.59 943.45 0.28 129.63 0.4682
1324227600 20111218170000 0 0 0.1213 0 0 0 0 0 0.1016 0.0475 0.0284 104.1 104.57 943.31 0.26 127.06 0.4678
1324231200 20111218180000 0 0 0.1191 0 0 0 0 0 0.0986 0.0478 0.0255 104.15 104.55 943.2 0.23 124.53 0.4674
