"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "dGobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hQ" "hS" "W"
1324234800 20111218190000 0 0 0.1174 0 0 0 0 0 0.0957 0.0481 0.0229 104.2 104.53 943.1 0.21 122.07 0.467
1324238400 20111218200000 0 0 0.1141 0 0 0 0 0 0.0929 0.0484 0.0206 104.25 104.52 943.01 0.19 119.69 0.4667
1324242000 20111218210000 0 0 0.1124 0 0 0 0 0 0.0902 0.0487 0.0185 104.3 104.51 942.95 0.17 117.4 0.4663
1324245600 20111218220000 0 0 0.1113 0 0 0 0 0 0.0876 0.049 0.0167 104.35 104.5 942.89 0.15 115.21 0.4659
1324249200 20111218230000 0 0 0.1091 0 0 0 0 0 0.0851 0.0492 0.015 104.4 104.49 942.86 0.13 113.12 0.4655
1324252800 20111219000000 0 0 0.1074 0 0 0 0 0 0.0828 0.0495 0.0135 104.45 104.49 942.83 0.12 111.13 0.4651
1324256400 20111219010000 0 0 0.1063 0 0 0 0 0 0.0807 0.0497 0.0121 104.5 104.49 942.82 0.11 109.24 0.4647
1324260000 20111219020000 0 0 0.1052 0 0 0 0 0 0.0786 0.0499 0.0109 104.55 104.49 942.83 0.1 107.46 0.4643
1324263600 20111219030000 0.3 0 0.103 0 0 0 0 0 0.0767 0.0501 0.0098 104.44 104.49 942.84 0.23 106.08 0.4652
1324267200 20111219040000 0 0 0.1025 0 0 0 0 0 0.0752 0.0503 0.0227 104.49 104.49 942.83 0.2 105.86 0.4648
1324270800 20111219050000 0 0 0.1008 0 0 0 0 0 0.075 0.0503 0.0204 104.54 104.49 942.83 0.18 105.43 0.4644
1324274400 20111219060000 0 0 0.0997 0 0 0 0 0 0.0745 0.0503 0.0184 104.59 104.49 942.84 0.17 104.85 0.464
1324278000 20111219070000 0 0 0.0986 0 0 0 0 0 0.0739 0.0504 0.0165 104.64 104.49 942.87 0.15 104.15 0.4636
1324281600 20111219080000 0 0.0011 0.0969 0 0 0 0 0.0011 0.0732 0.0505 0.0148 104.69 104.5 942.91 0.13 103.36 0.4632
1324285200 20111219090000 0 0.0103 0.0953 0 0 0 0 0.0103 0.0724 0.0506 0.0133 104.75 104.51 942.96 0.12 102.5 0.4627
1324288800 20111219100000 0 0.0331 0.0936 0 0 0 0 0.033 0.0715 0.0506 0.012 104.84 104.52 943.02 0.11 101.59 0.462
1324292400 20111219110000 0 0.0582 0.0925 0 0 0 0 0.058 0.0705 0.0507 0.0108 104.95 104.53 943.1 0.1 100.63 0.4612
1324296000 20111219120000 0 0.0582 0.0908 0 0 0 0 0.058 0.0695 0.0508 0.0097 105.06 104.55 943.2 0.09 99.68 0.4603
1324299600 20111219130000 0 0.0776 0.0903 0 0 0 0 0.0774 0.0685 0.0509 0.0087 105.19 104.57 943.33 0.08 98.71 0.4593
1324303200 20111219140000 0 0.0479 0.0897 0 0 0 0 0.0478 0.0675 0.051 0.0078 105.29 104.6 943.48 0.07 97.79 0.4585
1324306800 20111219150000 0 0.0125 0.0886 0 0 0 0 0.0125 0.0666 0.0511 0.007 105.35 104.63 943.65 0.06 96.93 0.458
1324310400 20111219160000 0 0.0011 0.0886 0 0 0 0 0.0011 0.0657 0.0511 0.0063 105.4 104.66 943.83 0.06 96.1 0.4576
1324314000 20111219170000 0 0 0.0875 0 0 0 0 0 0.0649 0.0512 0.0057 105.45 104.69 944.02 0.05 95.3 0.4572
1324317600 20111219180000 0 0 0.087 0 0 0 0 0 0.0641 0.0512 0.0051 105.51 104.72 944.21 0.05 94.53 0.4568
1324321200 20111219190000 0 0 0.0858 0 0 0 0 0 0.0633 0.0513 0.0046 105.56 104.76 944.41 0.04 93.79 0.4564
1324324800 20111219200000 0.1 0 0.0853 0 0 0 0 0 0.0625 0.0513 0.0041 105.56 104.79 944.61 0.08 93.18 0.4564
1324328400 20111219210000 0.1 0 0.0847 0 0 0 0 0 0.0619 0.0513 0.0083 105.55 104.82 944.8 0.12 93.05 0.4564
1324332000 20111219220000 0.3 0 0.0842 0 0 0 0 0 0.0618 0.0513 0.012 105.44 104.85 944.98 0.24 93.5 0.4573
1324335600 20111219230000 0.3 0 0.0847 0 0 0 0 0 0.0623 0.0512 0.0245 105.33 104.88 945.13 0.36 95.15 0.4582
1324339200 20111220000000 0.3 0 0.0853 0 0 0 0 0 0.0639 0.051 0.0357 105.22 104.9 945.24 0.46 97.73 0.4591
1324342800 20111220010000 0.3 0 0.0864 0 0 0 0 0 0.0665 0.0507 0.0459 105.11 104.91 945.32 0.55 101.04 0.4599
1324346400 20111220020000 0.4 0 0.0886 0 0 0 0 0 0.0699 0.0503 0.055 104.94 104.92 945.37 0.68 104.98 0.4612
1324350000 20111220030000 0.9 0 0.0919 0 0 0 0 0 0.0741 0.0499 0.0679 104.51 104.92 945.38 1.03 110.25 0.4646
1324353600 20111220040000 0.8 0 0.0953 0 0 0 0 0 0.0797 0.0493 0.1025 104.13 104.9 945.28 1.29 118.26 0.4676
1324357200 20111220050000 1.6 0 0.0969 0 0 0 0 0 0.0915 0.0481 0.1448 103.33 104.86 945.03 1.9 129.99 0.4739
1324360800 20111220060000 0.4 0 0.0997 0 0 0 0 0 0.1062 0.0468 0.1897 103.17 104.8 944.65 1.9 143.43 0.4751
1324364400 20111220070000 0.7 0 0.1025 0 0 0 0 0 0.1221 0.0454 0.1931 102.85 104.72 944.22 2.03 155.76 0.4777
1324368000 20111220080000 0.1 0 0.1069 0 0 0 0 0 0.1376 0.0442 0.1994 102.84 104.64 943.76 1.88 166.46 0.4777
1324371600 20111220090000 0.1 0.0053 0.1141 0 0 0 0 0.0053 0.1479 0.0434 0.188 102.83 104.57 943.31 1.74 174.91 0.4777
1324375200 20111220100000 0 0.028 0.123 0 0 0 0 0.0279 0.1593 0.0425 0.1738 102.91 104.49 942.87 1.56 180.58 0.4772
1324378800 20111220110000 0 0.0387 0.1335 0 0 0 0 0.0386 0.1671 0.042 0.1562 102.99 104.43 942.48 1.4 183.65 0.4766
1324382400 20111220120000 0 0.0507 0.1446 0 0 0 0 0.0506 0.1714 0.0417 0.1405 103.08 104.36 942.12 1.26 184.68 0.4758
1324386000 20111220130000 0 0.0467 0.154 0 0 0 0 0.0466 0.1728 0.0416 0.1263 103.17 104.31 941.79 1.14 184.14 0.4751
1324389600 20111220140000 0 0.0213 0.1578 0 0 0 0 0.0212 0.1721 0.0418 0.1135 103.23 104.26 941.51 1.02 182.45 0.4746
1324393200 20111220150000 0 0.0093 0.159 0 0 0 0 0.0093 0.1697 0.042 0.102 103.28 104.22 941.25 0.92 179.87 0.4742
1324396800 20111220160000 0 0 0.1584 0 0 0 0 0 0.1661 0.0423 0.0917 103.33 104.18 941.02 0.82 176.67 0.4739
1324400400 20111220170000 0.2 0 0.154 0 0 0 0 0 0.1617 0.0427 0.0825 103.26 104.14 940.8 0.84 173.22 0.4744
1324404000 20111220180000 0.1 0 0.1506 0 0 0 0 0 0.157 0.0432 0.0836 103.25 104.1 940.58 0.8 170.3 0.4745
1324407600 20111220190000 0.2 0 0.1479 0 0 0 0 0 0.153 0.0435 0.0799 103.19 104.07 940.37 0.81 167.55 0.4749
1324411200 20111220200000 0 0 0.1446 0 0 0 0 0 0.1493 0.0439 0.0813 103.24 104.03 940.15 0.73 165.14 0.4746
1324414800 20111220210000 0 0 0.1401 0 0 0 0 0 0.1461 0.0442 0.0731 103.28 104 939.95 0.66 162.26 0.4742
1324418400 20111220220000 0 0 0.1362 0 0 0 0 0 0.1423 0.0446 0.0657 103.33 103.97 939.78 0.59 159.05 0.4739
1324422000 20111220230000 0 0 0.1335 0 0 0 0 0 0.1381 0.0449 0.0591 103.37 103.94 939.62 0.53 155.65 0.4735
1324425600 20111221000000 0 0 0.129 0 0 0 0 0 0.1337 0.0454 0.0531 103.42 103.92 939.47 0.48 152.13 0.4732
1324429200 20111221010000 0 0 0.1263 0 0 0 0 0 0.1292 0.0458 0.0478 103.46 103.89 939.35 0.43 148.56 0.4728
1324432800 20111221020000 0 0 0.123 0 0 0 0 0 0.1247 0.0462 0.0429 103.51 103.88 939.24 0.39 145.01 0.4724
1324436400 20111221030000 0 0 0.1207 0 0 0 0 0 0.1202 0.0466 0.0386 103.56 103.86 939.15 0.35 141.51 0.4721
1324440000 20111221040000 0 0 0.118 0 0 0 0 0 0.1159 0.047 0.0347 103.61 103.85 939.08 0.31 138.09 0.4717
1324443600 20111221050000 0 0 0.1146 0 0 0 0 0 0.1117 0.0474 0.0312 103.65 103.84 939.02 0.28 134.78 0.4713
1324447200 20111221060000 0 0 0.1119 0 0 0 0 0 0.1077 0.0478 0.028 103.7 103.83 938.97 0.25 131.59 0.4709
1324450800 20111221070000 0 0 0.1097 0 0 0 0 0 0.1039 0.0482 0.0252 103.75 103.82 938.94 0.23 128.54 0.4706
1324454400 20111221080000 0 0.0015 0.1074 0 0 0 0 0.0015 0.1003 0.0485 0.0227 103.8 103.82 938.92 0.2 125.62 0.4702
1324458000 20111221090000 0 0.0076 0.1058 0 0 0 0 0.0076 0.0969 0.0489 0.0204 103.86 103.82 938.91 0.18 122.84 0.4697
1324461600 20111221100000 0 0.0167 0.1036 0 0 0 0 0.0167 0.0937 0.0492 0.0183 103.92 103.82 938.92 0.16 120.2 0.4692
1324465200 20111221110000 0.2 0.0136 0.1014 0 0 0 0 0.0136 0.0907 0.0495 0.0165 103.88 103.83 938.95 0.24 117.91 0.4695
1324468800 20111221120000 0 0.0258 0.0997 0 0 0 0 0.0257 0.0882 0.0497 0.0242 103.96 103.83 938.96 0.22 116.46 0.4689
1324472400 20111221130000 0 0.0227 0.098 0 0 0 0 0.0226 0.0865 0.0499 0.0217 104.03 103.83 939 0.2 114.95 0.4684
1324476000 20111221140000 0 0.0076 0.0969 0 0 0 0 0.0076 0.0849 0.05 0.0195 104.09 103.84 939.05 0.18 113.41 0.4679
1324479600 20111221150000 0.2 0.0045 0.0964 0 0 0 0 0.0045 0.0832 0.0502 0.0176 104.04 103.85 939.11 0.25 112.07 0.4683
1324483200 20111221160000 0 0 0.0953 0 0 0 0 0 0.0817 0.0503 0.0252 104.09 103.86 939.15 0.23 111.45 0.4679
1324486800 20111221170000 0 0 0.0953 0 0 0 0 0 0.081 0.0504 0.0226 104.14 103.87 939.21 0.2 110.65 0.4675
1324490400 20111221180000 0 0 0.0936 0 0 0 0 0 0.0801 0.0505 0.0203 104.19 103.88 939.28 0.18 109.72 0.4671
1324494000 20111221190000 0 0 0.0925 0 0 0 0 0 0.0791 0.0506 0.0183 104.24 103.9 939.35 0.16 108.69 0.4667
1324497600 20111221200000 0 0 0.0903 0 0 0 0 0 0.078 0.0507 0.0164 104.29 103.91 939.44 0.15 107.6 0.4663
1324501200 20111221210000 0 0 0.0892 0 0 0 0 0 0.0769 0.0508 0.0148 104.34 103.93 939.54 0.13 106.47 0.4659
1324504800 20111221220000 0 0 0.0886 0 0 0 0 0 0.0756 0.0509 0.0133 104.4 103.94 939.64 0.12 105.32 0.4655
1324508400 20111221230000 0 0 0.0864 0 0 0 0 0 0.0744 0.051 0.0119 104.45 103.96 939.75 0.11 104.17 0.4651
1324512000 20111222000000 0 0 0.0864 0 0 0 0 0 0.0732 0.0511 0.0107 104.5 103.98 939.88 0.1 103.04 0.4647
1324515600 20111222010000 0 0 0.0853 0 0 0 0 0 0.072 0.0512 0.0096 104.55 104.01 940 0.09 101.92 0.4643
1324519200 20111222020000 0.1 0 0.0842 0 0 0 0 0 0.0708 0.0513 0.0087 104.55 104.03 940.14 0.12 100.93 0.4643
1324522800 20111222030000 0 0 0.0836 0 0 0 0 0 0.0698 0.0514 0.0124 104.6 104.05 940.27 0.11 100.33 0.4639
1324526400 20111222040000 0.3 0 0.0836 0 0 0 0 0 0.0692 0.0514 0.0112 104.49 104.07 940.41 0.24 99.98 0.4647
1324530000 20111222050000 0.2 0 0.0831 0 0 0 0 0 0.0688 0.0514 0.024 104.44 104.09 940.51 0.31 100.83 0.4652
1324533600 20111222060000 0.4 0 0.0847 0 0 0 0 0 0.0697 0.0513 0.0308 104.27 104.11 940.6 0.46 102.48 0.4665
1324537200 20111222070000 1.2 0 0.0864 0 0 0 0 0 0.0714 0.0511 0.0463 103.69 104.11 940.64 0.98 106.28 0.4711
1324540800 20111222080000 0.3 0 0.0914 0 0 0 0 0 0.0754 0.0507 0.0976 103.58 104.1 940.53 1.02 113.87 0.4719
1324544400 20111222090000 0.1 0.0048 0.0969 0 0 0 0 0.0048 0.0837 0.0499 0.1019 103.58 104.07 940.4 0.96 120.77 0.4719
1324548000 20111222100000 0.2 0.0095 0.1019 0 0 0 0 0.0095 0.0914 0.0491 0.0963 103.53 104.05 940.28 0.96 126.37 0.4723
1324551600 20111222110000 0.4 0.0127 0.1058 0 0 0 0 0.0127 0.0978 0.0485 0.096 103.39 104.03 940.15 1.05 131.43 0.4734
1324555200 20111222120000 0.3 0.0238 0.1102 0 0 0 0 0.0237 0.1037 0.048 0.1052 103.3 104 939.99 1.09 136.65 0.4741
1324558800 20111222130000 0.1 0.0206 0.1141 0 0 0 0 0.0205 0.11 0.0474 0.1088 103.32 103.97 939.81 1.03 141.35 0.474
1324562400 20111222140000 0.1 0.0159 0.1169 0 0 0 0 0.0159 0.1157 0.0469 0.1025 103.33 103.95 939.65 0.97 144.81 0.4739
1324566000 20111222150000 0 0.0127 0.1196 0 0 0 0 0.0127 0.12 0.0466 0.0969 103.39 103.92 939.49 0.87 147.15 0.4734
1324569600 20111222160000 0 0 0.1218 0 0 0 0 0 0.1229 0.0463 0.0871 103.43 103.9 939.36 0.78 148.21 0.4731
1324573200 20111222170000 0.2 0 0.1218 0 0 0 0 0 0.1242 0.0462 0.0783 103.37 103.88 939.25 0.8 148.44 0.4735
1324576800 20111222180000 0.2 0 0.1202 0 0 0 0 0 0.1245 0.0462 0.0799 103.31 103.86 939.12 0.81 148.8 0.474
1324580400 20111222190000 0.1 0 0.1202 0 0 0 0 0 0.125 0.0462 0.0813 103.31 103.83 938.98 0.78 149.16 0.474
1324584000 20111222200000 0 0 0.1196 0 0 0 0 0 0.1254 0.0462 0.0778 103.36 103.81 938.85 0.7 149.02 0.4737
1324587600 20111222210000 0 0 0.1196 0 0 0 0 0 0.1253 0.0463 0.07 103.4 103.79 938.74 0.63 148.11 0.4733
1324591200 20111222220000 0 0 0.1185 0 0 0 0 0 0.1241 0.0464 0.0629 103.45 103.77 938.64 0.57 146.63 0.4729
1324594800 20111222230000 0 0 0.118 0 0 0 0 0 0.1223 0.0466 0.0565 103.5 103.76 938.56 0.51 144.71 0.4726
1324598400 20111223000000 0 0 0.1169 0 0 0 0 0 0.1199 0.0468 0.0508 103.54 103.75 938.5 0.46 142.49 0.4722
1324602000 20111223010000 0 0 0.1152 0 0 0 0 0 0.1171 0.0471 0.0457 103.59 103.74 938.44 0.41 140.05 0.4718
1324605600 20111223020000 0 0 0.1135 0 0 0 0 0 0.1141 0.0473 0.0411 103.64 103.73 938.41 0.37 137.48 0.4714
1324609200 20111223030000 0 0 0.1119 0 0 0 0 0 0.111 0.0476 0.0369 103.69 103.73 938.38 0.33 134.84 0.4711
1324612800 20111223040000 0 0 0.1102 0 0 0 0 0 0.1078 0.0479 0.0332 103.74 103.73 938.37 0.3 132.17 0.4707
1324616400 20111223050000 0 0 0.1074 0 0 0 0 0 0.1046 0.0482 0.0298 103.78 103.73 938.37 0.27 129.52 0.4703
1324620000 20111223060000 0 0 0.1063 0 0 0 0 0 0.1015 0.0485 0.0268 103.83 103.73 938.39 0.24 126.91 0.4699
1324623600 20111223070000 0 0 0.1041 0 0 0 0 0 0.0984 0.0488 0.0241 103.88 103.74 938.41 0.22 124.36 0.4695
1324627200 20111223080000 0 0 0.1025 0 0 0 0 0 0.0955 0.0491 0.0217 103.93 103.74 938.45 0.19 121.89 0.4691
1324630800 20111223090000 0 0.0034 0.1019 0 0 0 0 0.0034 0.0927 0.0494 0.0195 103.99 103.75 938.5 0.18 119.51 0.4687
1324634400 20111223100000 0 0.0085 0.0997 0 0 0 0 0.0085 0.09 0.0496 0.0175 104.04 103.76 938.56 0.16 117.22 0.4683
1324638000 20111223110000 0 0.0186 0.0969 0 0 0 0 0.0186 0.0874 0.0499 0.0158 104.11 103.77 938.63 0.14 115.03 0.4677
1324641600 20111223120000 0.2 0.0203 0.0964 0 0 0 0 0.0202 0.0849 0.0501 0.0142 104.08 103.79 938.71 0.22 113.14 0.468
1324645200 20111223130000 0.2 0.0153 0.0953 0 0 0 0 0.0153 0.0829 0.0503 0.0221 104.04 103.8 938.79 0.29 112.28 0.4683
1324648800 20111223140000 0.1 0.0136 0.0958 0 0 0 0 0.0136 0.0819 0.0504 0.0292 104.05 103.81 938.85 0.31 112.13 0.4682
1324652400 20111223150000 0 0.0186 0.0958 0 0 0 0 0.0186 0.0818 0.0504 0.0309 104.12 103.82 938.91 0.28 112.07 0.4677
1324656000 20111223160000 0 0.0017 0.0958 0 0 0 0 0.0017 0.0817 0.0504 0.0278 104.17 103.83 938.98 0.25 111.72 0.4673
1324659600 20111223170000 0 0 0.0947 0 0 0 0 0 0.0813 0.0504 0.025 104.22 103.85 939.07 0.22 111.13 0.4669
1324663200 20111223180000 0 0 0.0953 0 0 0 0 0 0.0807 0.0505 0.0225 104.27 103.86 939.16 0.2 110.36 0.4665
1324666800 20111223190000 0 0 0.0947 0 0 0 0 0 0.0798 0.0505 0.0202 104.32 103.88 939.26 0.18 109.45 0.4661
1324670400 20111223200000 0.2 0 0.0942 0 0 0 0 0 0.0788 0.0506 0.0182 104.27 103.9 939.37 0.26 108.65 0.4665
1324674000 20111223210000 0 0 0.0936 0 0 0 0 0 0.078 0.0507 0.0257 104.32 103.91 939.46 0.23 108.48 0.4661
1324677600 20111223220000 0.3 0 0.0936 0 0 0 0 0 0.0778 0.0507 0.0231 104.21 103.93 939.57 0.35 108.38 0.467
1324681200 20111223230000 0.1 0 0.093 0 0 0 0 0 0.0777 0.0507 0.0347 104.21 103.94 939.64 0.36 109.25 0.467
1324684800 20111224000000 0.5 0 0.0936 0 0 0 0 0 0.0786 0.0506 0.0359 103.99 103.95 939.7 0.56 110.53 0.4687
1324688400 20111224010000 0.6 0 0.0958 0 0 0 0 0 0.08 0.0504 0.0556 103.72 103.96 939.71 0.78 113.73 0.4708
1324692000 20111224020000 0 0 0.0997 0 0 0 0 0 0.0835 0.05 0.0781 103.77 103.95 939.65 0.7 118.19 0.4704
1324695600 20111224030000 0.2 0 0.1014 0 0 0 0 0 0.0885 0.0496 0.0702 103.72 103.94 939.61 0.73 121.52 0.4708
1324699200 20111224040000 1.1 0 0.1036 0 0 0 0 0 0.0922 0.0492 0.0725 103.19 103.93 939.56 1.17 125.57 0.475
1324702800 20111224050000 0.8 0 0.108 0 0 0 0 0 0.0969 0.0487 0.117 102.82 103.9 939.37 1.43 133.26 0.4779
1324706400 20111224060000 0.1 0 0.1141 0 0 0 0 0 0.1059 0.0479 0.1432 102.81 103.85 939.1 1.33 141.88 0.4779
1324710000 20111224070000 0 0 0.1174 0 0 0 0 0 0.1164 0.047 0.1335 102.86 103.81 938.84 1.2 148.29 0.4775
1324713600 20111224080000 0 0.0014 0.1207 0 0 0 0 0.0014 0.1243 0.0463 0.12 102.91 103.77 938.6 1.08 152.49 0.4772
1324717200 20111224090000 0 0.0154 0.1224 0 0 0 0 0.0154 0.1297 0.0459 0.1079 102.97 103.73 938.39 0.97 154.89 0.4767
1324720800 20111224100000 0 0.0505 0.1207 0 0 0 0 0.0504 0.1327 0.0457 0.097 103.07 103.7 938.2 0.87 155.83 0.4759
1324724400 20111224110000 0 0.087 0.118 0 0 0 0 0.0868 0.1339 0.0456 0.0872 103.2 103.67 938.04 0.78 155.63 0.4749
1324728000 20111224120000 0 0.1067 0.1141 0 0 0 0 0.1064 0.1337 0.0457 0.0784 103.35 103.65 937.92 0.7 154.56 0.4737
1324731600 20111224130000 0 0.0674 0.1119 0 0 0 0 0.0672 0.1323 0.0458 0.0705 103.46 103.64 937.85 0.63 152.89 0.4728
1324735200 20111224140000 0 0.0505 0.1091 0 0 0 0 0.0504 0.1302 0.046 0.0633 103.56 103.63 937.8 0.57 150.76 0.472
1324738800 20111224150000 0 0.0196 0.1063 0 0 0 0 0.0195 0.1275 0.0463 0.057 103.63 103.63 937.79 0.51 148.32 0.4715
1324742400 20111224160000 0 0.0014 0.1041 0 0 0 0 0.0014 0.1244 0.0465 0.0512 103.68 103.63 937.78 0.46 145.65 0.4711
1324746000 20111224170000 0 0 0.1014 0 0 0 0 0 0.121 0.0468 0.046 103.72 103.63 937.8 0.41 142.84 0.4708
1324749600 20111224180000 0 0 0.098 0 0 0 0 0 0.1175 0.0472 0.0414 103.77 103.63 937.82 0.37 139.94 0.4704
1324753200 20111224190000 0 0 0.0958 0 0 0 0 0 0.114 0.0475 0.0372 103.82 103.64 937.85 0.33 137.01 0.47
1324756800 20111224200000 0 0 0.0942 0 0 0 0 0 0.1104 0.0478 0.0334 103.87 103.65 937.9 0.3 134.09 0.4696
1324760400 20111224210000 0 0 0.0914 0 0 0 0 0 0.1069 0.0481 0.0301 103.92 103.66 937.95 0.27 131.22 0.4693
1324764000 20111224220000 0 0 0.0903 0 0 0 0 0 0.1035 0.0484 0.027 103.97 103.67 938.02 0.24 128.41 0.4689
1324767600 20111224230000 0 0 0.0886 0 0 0 0 0 0.1002 0.0487 0.0243 104.01 103.68 938.09 0.22 125.7 0.4685
1324771200 20111225000000 0 0 0.0875 0 0 0 0 0 0.097 0.049 0.0218 104.06 103.7 938.18 0.2 123.08 0.4681
1324774800 20111225010000 0 0 0.0858 0 0 0 0 0 0.094 0.0493 0.0196 104.11 103.71 938.27 0.18 120.57 0.4677
1324778400 20111225020000 0 0 0.0853 0 0 0 0 0 0.0912 0.0496 0.0177 104.16 103.73 938.37 0.16 118.18 0.4673
1324782000 20111225030000 0 0 0.0842 0 0 0 0 0 0.0885 0.0498 0.0159 104.21 103.75 938.48 0.14 115.9 0.4669
1324785600 20111225040000 0 0 0.0831 0 0 0 0 0 0.0859 0.05 0.0143 104.26 103.77 938.6 0.13 113.74 0.4665
1324789200 20111225050000 0.5 0 0.082 0 0 0 0 0 0.0835 0.0503 0.0128 104.05 103.79 938.72 0.35 112.2 0.4682
1324792800 20111225060000 0.1 0 0.0814 0 0 0 0 0 0.0818 0.0504 0.0349 104.05 103.8 938.79 0.36 112.64 0.4682
1324796400 20111225070000 0 0 0.0814 0 0 0 0 0 0.0823 0.0503 0.036 104.1 103.81 938.85 0.32 113.05 0.4678
1324800000 20111225080000 0.1 0 0.0809 0 0 0 0 0 0.0828 0.0503 0.0324 104.09 103.82 938.92 0.34 113.14 0.4679
1324803600 20111225090000 0 0.0061 0.0798 0 0 0 0 0.0061 0.0829 0.0503 0.0338 104.15 103.83 938.99 0.3 113.25 0.4674
1324807200 20111225100000 0 0.0163 0.0792 0 0 0 0 0.0163 0.083 0.0502 0.0304 104.22 103.85 939.07 0.27 113 0.4669
1324810800 20111225110000 0 0.0163 0.0786 0 0 0 0 0.0163 0.0827 0.0503 0.0273 104.29 103.86 939.16 0.25 112.47 0.4664
1324814400 20111225120000 0.1 0.0224 0.0786 0 0 0 0 0.0223 0.0821 0.0503 0.0245 104.31 103.88 939.27 0.27 111.82 0.4662
1324818000 20111225130000 0.1 0.0184 0.0781 0 0 0 0 0.0184 0.0814 0.0503 0.0267 104.32 103.9 939.37 0.29 111.46 0.4661
1324821600 20111225140000 0 0.0143 0.0781 0 0 0 0 0.0143 0.081 0.0504 0.0287 104.39 103.92 939.48 0.26 111.25 0.4656
1324825200 20111225150000 0 0.0061 0.0781 0 0 0 0 0.0061 0.0808 0.0504 0.0258 104.44 103.94 939.6 0.23 110.78 0.4651
1324828800 20111225160000 0 0 0.0786 0 0 0 0 0 0.0803 0.0504 0.0232 104.49 103.96 939.72 0.21 110.11 0.4647
1324832400 20111225170000 0 0 0.0781 0 0 0 0 0 0.0796 0.0504 0.0208 104.55 103.98 939.86 0.19 109.29 0.4643
1324836000 20111225180000 0 0 0.077 0 0 0 0 0 0.0787 0.0505 0.0187 104.6 104 940 0.17 108.35 0.4639
1324839600 20111225190000 0 0 0.0775 0 0 0 0 0 0.0776 0.0506 0.0168 104.65 104.03 940.15 0.15 107.32 0.4635
1324843200 20111225200000 0 0 0.0759 0 0 0 0 0 0.0766 0.0507 0.0151 104.7 104.06 940.3 0.14 106.25 0.4631
1324846800 20111225210000 0 0 0.0753 0 0 0 0 0 0.0754 0.0508 0.0136 104.75 104.08 940.46 0.12 105.15 0.4627
1324850400 20111225220000 0 0 0.0737 0 0 0 0 0 0.0742 0.0509 0.0122 104.8 104.11 940.63 0.11 104.03 0.4623
1324854000 20111225230000 0 0 0.0737 0 0 0 0 0 0.0731 0.0509 0.011 104.85 104.14 940.8 0.1 102.92 0.4619
1324857600 20111226000000 0 0 0.0731 0 0 0 0 0 0.0719 0.051 0.0099 104.9 104.17 940.98 0.09 101.82 0.4615
1324861200 20111226010000 0 0 0.072 0 0 0 0 0 0.0707 0.0511 0.0089 104.96 104.2 941.16 0.08 100.75 0.4611
1324864800 20111226020000 0 0 0.072 0 0 0 0 0 0.0696 0.0512 0.008 105.01 104.23 941.35 0.07 99.71 0.4607
1324868400 20111226030000 0 0 0.0709 0 0 0 0 0 0.0686 0.0513 0.0072 105.06 104.27 941.54 0.06 98.7 0.4603
1324872000 20111226040000 0 0 0.0709 0 0 0 0 0 0.0675 0.0514 0.0065 105.11 104.3 941.74 0.06 97.73 0.4599
1324875600 20111226050000 0.1 0 0.0709 0 0 0 0 0 0.0665 0.0514 0.0058 105.11 104.34 941.94 0.1 96.9 0.4599
1324879200 20111226060000 0.2 0 0.0703 0 0 0 0 0 0.0657 0.0515 0.0098 105.05 104.37 942.14 0.18 96.66 0.4604
1324882800 20111226070000 0.2 0 0.0703 0 0 0 0 0 0.0654 0.0515 0.018 105 104.4 942.31 0.25 97.27 0.4608
1324886400 20111226080000 0.1 0 0.0703 0 0 0 0 0 0.066 0.0514 0.0254 105 104.42 942.46 0.27 98.44 0.4608
1324890000 20111226090000 0.1 0.0056 0.0703 0 0 0 0 0.0056 0.0672 0.0512 0.0275 105 104.45 942.6 0.29 99.67 0.4608
1324893600 20111226100000 0.1 0.0111 0.0703 0 0 0 0 0.0111 0.0685 0.051 0.0293 105.01 104.47 942.74 0.31 100.94 0.4607
1324897200 20111226110000 0.2 0.0148 0.0703 0 0 0 0 0.0148 0.0698 0.0509 0.0309 104.97 104.49 942.87 0.37 102.32 0.461
1324900800 20111226120000 0.1 0.0259 0.0703 0 0 0 0 0.0258 0.0713 0.0507 0.037 104.99 104.51 942.99 0.38 104.04 0.4609
1324904400 20111226130000 0 0.0204 0.0709 0 0 0 0 0.0203 0.0731 0.0505 0.0379 105.06 104.53 943.11 0.34 105.55 0.4603
1324908000 20111226140000 0 0.0148 0.072 0 0 0 0 0.0148 0.0747 0.0503 0.0341 105.13 104.56 943.24 0.31 106.5 0.4598
1324911600 20111226150000 0 0.0056 0.0726 0 0 0 0 0.0056 0.0757 0.0501 0.0306 105.18 104.58 943.38 0.28 107.01 0.4593
1324915200 20111226160000 0 0.0019 0.0731 0 0 0 0 0.0019 0.0762 0.0501 0.0275 105.23 104.61 943.53 0.25 107.14 0.4589
1324918800 20111226170000 0 0 0.0731 0 0 0 0 0 0.0764 0.05 0.0248 105.28 104.63 943.69 0.22 106.98 0.4585
1324922400 20111226180000 0 0 0.0726 0 0 0 0 0 0.0762 0.05 0.0223 105.34 104.66 943.85 0.2 106.59 0.4581
1324926000 20111226190000 0 0 0.0714 0 0 0 0 0 0.0758 0.05 0.02 105.39 104.69 944.02 0.18 106.01 0.4578
