"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hS" "hQ" "W"
1324843200 20111225200000 0 0 0.0753 0 0 0 0 0 0.0699 0.0411 0.0038 94.88 94.49 883.46 280.81 0.01 0.5262
1324846800 20111225210000 0 0 0.0737 0 0 0 0 0 0.0687 0.0414 0.0028 94.93 94.52 883.63 278.35 0.01 0.5259
1324850400 20111225220000 0 0 0.0737 0 0 0 0 0 0.0676 0.0417 0.002 94.97 94.54 883.81 275.96 0.01 0.5255
1324854000 20111225230000 0 0 0.0731 0 0 0 0 0 0.0665 0.0419 0.0015 95.01 94.57 883.99 273.66 0 0.5252
1324857600 20111226000000 0 0 0.072 0 0 0 0 0 0.0654 0.0422 0.0011 95.05 94.61 884.17 271.44 0 0.5248
1324861200 20111226010000 0 0 0.072 0 0 0 0 0 0.0644 0.0424 0.0008 95.1 94.64 884.36 269.33 0 0.5245
1324864800 20111226020000 0 0 0.0709 0 0 0 0 0 0.0634 0.0426 0.0006 95.14 94.67 884.56 267.3 0 0.5242
1324868400 20111226030000 0 0 0.0709 0 0 0 0 0 0.0625 0.0429 0.0004 95.18 94.7 884.76 265.38 0 0.5238
1324872000 20111226040000 0.1 0 0.0709 0 0 0 0 0 0.0616 0.0431 0.0003 95.18 94.74 884.96 263.65 0.05 0.5238
1324875600 20111226050000 0.2 0 0.0703 0 0 0 0 0 0.0609 0.0432 0.0143 95.13 94.77 885.15 263.51 0.14 0.5243
1324879200 20111226060000 0.2 0 0.0703 0 0 0 0 0 0.0608 0.0432 0.0385 95.07 94.79 885.3 265.8 0.21 0.5247
1324882800 20111226070000 0.1 0 0.0703 0 0 0 0 0 0.0618 0.0429 0.0562 95.07 94.81 885.42 269.62 0.21 0.5247
1324886400 20111226080000 0.1 0.0056 0.0703 0 0 0 0 0.0056 0.0636 0.0424 0.055 95.07 94.83 885.53 273.11 0.2 0.5247
1324890000 20111226090000 0.1 0.0111 0.0703 0 0 0 0 0.0111 0.0651 0.042 0.0542 95.08 94.85 885.64 276.3 0.2 0.5246
1324893600 20111226100000 0.2 0.0148 0.0703 0 0 0 0 0.0148 0.0666 0.0415 0.0536 95.04 94.87 885.73 279.33 0.25 0.525
1324897200 20111226110000 0.1 0.0259 0.0703 0 0 0 0 0.0258 0.068 0.0411 0.0672 95.06 94.88 885.81 283.44 0.24 0.5248
1324900800 20111226120000 0 0.0204 0.0709 0 0 0 0 0.0204 0.07 0.0406 0.0631 95.12 94.89 885.88 286.79 0.17 0.5243
1324904400 20111226130000 0 0.0148 0.072 0 0 0 0 0.0148 0.0716 0.0402 0.046 95.18 94.91 885.98 288.24 0.13 0.5239
1324908000 20111226140000 0 0.0056 0.0726 0 0 0 0 0.0056 0.0723 0.04 0.0335 95.22 94.93 886.1 288.36 0.09 0.5235
1324911600 20111226150000 0 0.0019 0.0731 0 0 0 0 0.0019 0.0724 0.04 0.0245 95.26 94.95 886.22 287.56 0.07 0.5232
1324915200 20111226160000 0 0 0.0731 0 0 0 0 0 0.072 0.04 0.0178 95.3 94.97 886.36 286.15 0.05 0.5228
1324918800 20111226170000 0 0 0.0726 0 0 0 0 0 0.0713 0.0402 0.013 95.34 94.99 886.5 284.34 0.04 0.5225
1324922400 20111226180000 0 0 0.0714 0 0 0 0 0 0.0704 0.0404 0.0095 95.39 95.02 886.65 282.29 0.03 0.5222
1324926000 20111226190000 0 0 0.0714 0 0 0 0 0 0.0694 0.0406 0.0069 95.43 95.05 886.81 280.1 0.02 0.5219
1324929600 20111226200000 0 0 0.0703 0 0 0 0 0 0.0684 0.0409 0.005 95.47 95.07 886.97 277.85 0.01 0.5215
1324933200 20111226210000 0 0 0.0698 0 0 0 0 0 0.0673 0.0411 0.0037 95.51 95.1 887.14 275.59 0.01 0.5212
1324936800 20111226220000 0 0 0.0692 0 0 0 0 0 0.0663 0.0413 0.0027 95.55 95.13 887.31 273.36 0.01 0.5209
1324940400 20111226230000 0 0 0.0687 0 0 0 0 0 0.0653 0.0416 0.002 95.59 95.16 887.49 271.19 0.01 0.5205
1324944000 20111227000000 0 0 0.0687 0 0 0 0 0 0.0643 0.0418 0.0014 95.64 95.19 887.68 269.09 0 0.5202
1324947600 20111227010000 0 0 0.0681 0 0 0 0 0 0.0633 0.042 0.001 95.68 95.22 887.87 267.06 0 0.5198
1324951200 20111227020000 0 0 0.0676 0 0 0 0 0 0.0624 0.0422 0.0008 95.72 95.25 888.06 265.12 0 0.5195
1324954800 20111227030000 0 0 0.0676 0 0 0 0 0 0.0615 0.0424 0.0006 95.76 95.29 888.26 263.27 0 0.5192
1324958400 20111227040000 0 0 0.067 0 0 0 0 0 0.0607 0.0426 0.0004 95.81 95.32 888.47 261.5 0 0.5188
1324962000 20111227050000 0 0 0.0665 0 0 0 0 0 0.0599 0.0428 0.0003 95.85 95.36 888.67 259.82 0 0.5185
1324965600 20111227060000 0 0 0.0654 0 0 0 0 0 0.0592 0.043 0.0002 95.89 95.39 888.88 258.22 0 0.5181
1324969200 20111227070000 0 0 0.0648 0 0 0 0 0 0.0585 0.0431 0.0002 95.94 95.43 889.1 256.7 0 0.5178
1324972800 20111227080000 0 0.0032 0.0642 0 0 0 0 0.0032 0.0578 0.0433 0.0001 95.98 95.46 889.32 255.25 0 0.5174
1324976400 20111227090000 0 0.0079 0.0637 0 0 0 0 0.0079 0.0572 0.0434 0.0001 96.04 95.5 889.54 253.87 0 0.517
1324980000 20111227100000 0 0.0127 0.0626 0 0 0 0 0.0127 0.0566 0.0435 0.0001 96.09 95.54 889.77 252.55 0 0.5165
1324983600 20111227110000 0 0.0222 0.0615 0 0 0 0 0.0221 0.0561 0.0437 0 96.16 95.58 890 251.29 0 0.516
1324987200 20111227120000 0 0.0254 0.0615 0 0 0 0 0.0253 0.0556 0.0438 0 96.23 95.62 890.25 250.09 0 0.5154
1324990800 20111227130000 0 0.019 0.0609 0 0 0 0 0.019 0.055 0.0439 0 96.29 95.66 890.51 248.95 0 0.5149
1324994400 20111227140000 0 0.0079 0.0604 0 0 0 0 0.0079 0.0546 0.0439 0 96.34 95.71 890.78 247.89 0 0.5145
1324998000 20111227150000 0 0.0016 0.0604 0 0 0 0 0.0016 0.0541 0.044 0 96.39 95.75 891.05 246.87 0 0.5142
1325001600 20111227160000 0 0 0.0598 0 0 0 0 0 0.0537 0.0441 0 96.43 95.8 891.32 245.91 0 0.5138
1325005200 20111227170000 0 0 0.0593 0 0 0 0 0 0.0533 0.0442 0 96.48 95.84 891.59 245 0 0.5134
1325008800 20111227180000 0 0 0.0593 0 0 0 0 0 0.0529 0.0442 0 96.52 95.89 891.87 244.13 0 0.5131
1325012400 20111227190000 0 0 0.0587 0 0 0 0 0 0.0526 0.0443 0 96.57 95.94 892.14 243.3 0 0.5127
1325016000 20111227200000 0 0 0.0582 0 0 0 0 0 0.0523 0.0443 0 96.61 95.98 892.41 242.5 0 0.5124
1325019600 20111227210000 0 0 0.0576 0 0 0 0 0 0.0519 0.0444 0 96.66 96.03 892.68 241.75 0 0.512
1325023200 20111227220000 0 0 0.0576 0 0 0 0 0 0.0516 0.0444 0 96.7 96.07 892.95 241.03 0 0.5117
1325026800 20111227230000 0 0 0.057 0 0 0 0 0 0.0513 0.0444 0 96.75 96.12 893.22 240.34 0 0.5113
1325030400 20111228000000 0 0 0.057 0 0 0 0 0 0.0511 0.0445 0 96.79 96.16 893.49 239.68 0 0.5109
1325034000 20111228010000 0 0 0.057 0 0 0 0 0 0.0508 0.0445 0 96.84 96.21 893.76 239.05 0 0.5106
1325037600 20111228020000 0 0 0.057 0 0 0 0 0 0.0505 0.0445 0 96.88 96.25 894.03 238.45 0 0.5102
1325041200 20111228030000 0 0 0.057 0 0 0 0 0 0.0503 0.0445 0 96.93 96.3 894.3 237.87 0 0.5099
1325044800 20111228040000 0 0 0.0565 0 0 0 0 0 0.0501 0.0446 0 96.97 96.34 894.57 237.32 0 0.5095
1325048400 20111228050000 0 0 0.057 0 0 0 0 0 0.0499 0.0446 0 97.02 96.39 894.84 236.79 0 0.5091
1325052000 20111228060000 0 0 0.0576 0 0 0 0 0 0.0496 0.0446 0 97.06 96.43 895.11 236.29 0 0.5088
1325055600 20111228070000 0 0.0013 0.0576 0 0 0 0 0.0013 0.0494 0.0446 0 97.11 96.48 895.38 235.8 0 0.5084
1325059200 20111228080000 0 0.0154 0.057 0 0 0 0 0.0154 0.0493 0.0446 0 97.17 96.52 895.65 235.32 0 0.5079
1325062800 20111228090000 0 0.0154 0.057 0 0 0 0 0.0154 0.0491 0.0446 0 97.23 96.57 895.92 234.86 0 0.5074
1325066400 20111228100000 0 0.0167 0.0559 0 0 0 0 0.0167 0.0489 0.0446 0 97.29 96.62 896.21 234.41 0 0.5069
1325070000 20111228110000 0 0.0205 0.0554 0 0 0 0 0.0205 0.0487 0.0446 0 97.36 96.66 896.49 233.98 0 0.5064
1325073600 20111228120000 0 0.0154 0.0548 0 0 0 0 0.0154 0.0485 0.0446 0 97.42 96.71 896.79 233.57 0 0.5059
1325077200 20111228130000 0 0.0103 0.0548 0 0 0 0 0.0103 0.0484 0.0446 0 97.47 96.76 897.09 233.18 0 0.5055
1325080800 20111228140000 0 0.0051 0.0543 0 0 0 0 0.0051 0.0482 0.0446 0 97.52 96.81 897.39 232.81 0 0.5051
1325084400 20111228150000 0 0 0.0548 0 0 0 0 0 0.0481 0.0446 0 97.57 96.87 897.7 232.46 0 0.5047
1325088000 20111228160000 0 0 0.0543 0 0 0 0 0 0.048 0.0446 0 97.61 96.92 898 232.12 0 0.5044
1325091600 20111228170000 0 0 0.0543 0 0 0 0 0 0.0478 0.0445 0 97.66 96.97 898.3 231.79 0 0.504
1325095200 20111228180000 0 0 0.0532 0 0 0 0 0 0.0477 0.0445 0 97.7 97.02 898.59 231.47 0 0.5037
1325098800 20111228190000 0.1 0 0.0526 0 0 0 0 0 0.0476 0.0445 0 97.7 97.06 898.88 231.27 0.05 0.5037
1325102400 20111228200000 0.1 0 0.0526 0 0 0 0 0 0.0475 0.0445 0.0135 97.69 97.11 899.16 232.41 0.09 0.5037
1325106000 20111228210000 0 0 0.0526 0 0 0 0 0 0.0479 0.0443 0.0234 97.74 97.15 899.41 234.38 0.06 0.5034
1325109600 20111228220000 0 0 0.0521 0 0 0 0 0 0.0487 0.044 0.017 97.78 97.19 899.66 235.61 0.05 0.503
1325113200 20111228230000 0 0 0.0515 0 0 0 0 0 0.0492 0.0438 0.0124 97.83 97.24 899.91 236.32 0.03 0.5027
1325116800 20111229000000 0 0 0.051 0 0 0 0 0 0.0495 0.0437 0.0091 97.87 97.28 900.16 236.64 0.02 0.5023
1325120400 20111229010000 0 0 0.0504 0 0 0 0 0 0.0496 0.0436 0.0066 97.91 97.32 900.41 236.7 0.02 0.502
1325124000 20111229020000 0 0 0.0498 0 0 0 0 0 0.0496 0.0435 0.0048 97.96 97.36 900.67 236.57 0.01 0.5016
1325127600 20111229030000 0 0 0.0493 0 0 0 0 0 0.0496 0.0435 0.0035 98 97.41 900.92 236.32 0.01 0.5012
1325131200 20111229040000 0 0 0.0487 0 0 0 0 0 0.0495 0.0435 0.0026 98.05 97.45 901.18 235.97 0.01 0.5009
1325134800 20111229050000 0 0 0.0482 0 0 0 0 0 0.0493 0.0435 0.0019 98.09 97.49 901.43 235.57 0.01 0.5005
1325138400 20111229060000 0 0 0.0482 0 0 0 0 0 0.0492 0.0435 0.0014 98.13 97.53 901.69 235.14 0 0.5002
1325142000 20111229070000 0 0.0009 0.0471 0 0 0 0 0.0009 0.049 0.0435 0.001 98.18 97.58 901.94 234.68 0 0.4998
1325145600 20111229080000 0 0.0079 0.0471 0 0 0 0 0.0079 0.0488 0.0435 0.0007 98.23 97.62 902.2 234.21 0 0.4994
1325149200 20111229090000 0 0.014 0.0465 0 0 0 0 0.014 0.0486 0.0435 0.0005 98.29 97.66 902.46 233.73 0 0.499
1325152800 20111229100000 0 0.0289 0.0449 0 0 0 0 0.0288 0.0484 0.0435 0.0004 98.36 97.71 902.73 233.25 0 0.4984
1325156400 20111229110000 0 0.0246 0.0454 0 0 0 0 0.0245 0.0483 0.0435 0.0003 98.43 97.76 903.01 232.77 0 0.4978
1325160000 20111229120000 0.2 0.0114 0.0454 0 0 0 0 0.0114 0.0481 0.0435 0.0002 98.38 97.8 903.3 232.52 0.1 0.4982
1325163600 20111229130000 0.4 0.007 0.046 0 0 0 0 0.007 0.048 0.0435 0.0268 98.23 97.85 903.55 235.15 0.27 0.4994
1325167200 20111229140000 0.4 0.0044 0.0471 0 0 0 0 0.0044 0.049 0.0431 0.073 98.08 97.87 903.71 242.26 0.4 0.5006
1325170800 20111229150000 0.1 0.0009 0.0482 0 0 0 0 0.0009 0.0518 0.0422 0.1068 98.08 97.89 903.8 252.07 0.34 0.5007
1325174400 20111229160000 0.3 0 0.0487 0 0 0 0 0 0.0559 0.041 0.0913 97.97 97.9 903.88 260.02 0.4 0.5015
1325178000 20111229170000 0.7 0 0.0493 0 0 0 0 0 0.0593 0.0401 0.1068 97.66 97.91 903.91 269.48 0.64 0.504
1325181600 20111229180000 0.4 0 0.0515 0 0 0 0 0 0.0652 0.0385 0.1739 97.5 97.89 903.79 284.6 0.67 0.5053
1325185200 20111229190000 0.7 0 0.0548 0 0 0 0 0 0.0724 0.0367 0.1906 97.19 97.85 903.59 300.79 0.83 0.5077
1325188800 20111229200000 1.4 0 0.0582 0 0 0 0 0 0.0819 0.0345 0.2621 96.54 97.79 903.23 323.66 1.28 0.513
1325192400 20111229210000 0 0 0.0659 0 0 0 0 0 0.0958 0.0316 0.313 96.57 97.71 902.71 348.53 0.96 0.5127
1325196000 20111229220000 0 0 0.0742 0 0 0 0 0 0.1079 0.0292 0.2404 96.6 97.63 902.23 364.7 0.72 0.5125
1325199600 20111229230000 0 0 0.0781 0 0 0 0 0 0.1168 0.0276 0.1797 96.63 97.55 901.81 373.74 0.54 0.5122
1325203200 20111230000000 0.3 0 0.082 0 0 0 0 0 0.121 0.0269 0.1441 96.51 97.49 901.41 379.03 0.55 0.5132
1325206800 20111230010000 0 0 0.0853 0 0 0 0 0 0.1245 0.0263 0.1462 96.54 97.42 900.99 383.84 0.4 0.513
1325210400 20111230020000 0.5 0 0.0864 0 0 0 0 0 0.1277 0.0258 0.1066 96.32 97.35 900.61 384.81 0.55 0.5147
1325214000 20111230030000 0 0 0.0875 0 0 0 0 0 0.1283 0.0257 0.1465 96.34 97.28 900.17 389.2 0.4 0.5145
1325217600 20111230040000 0 0 0.0875 0 0 0 0 0 0.1313 0.0253 0.1068 96.37 97.21 899.77 389.28 0.29 0.5143
1325221200 20111230050000 0 0 0.0875 0 0 0 0 0 0.1314 0.0253 0.0779 96.39 97.15 899.41 386.47 0.21 0.5141
1325224800 20111230060000 0 0 0.087 0 0 0 0 0 0.1295 0.0257 0.0568 96.42 97.1 899.08 381.77 0.15 0.5139
1325228400 20111230070000 0 0 0.0858 0 0 0 0 0 0.1263 0.0263 0.0414 96.45 97.05 898.79 375.92 0.11 0.5137
1325232000 20111230080000 0 0.0137 0.0842 0 0 0 0 0.0137 0.1224 0.0271 0.0302 96.49 97.01 898.54 369.4 0.08 0.5134
1325235600 20111230090000 0 0.0365 0.082 0 0 0 0 0.0364 0.1181 0.0279 0.022 96.55 96.97 898.32 362.54 0.06 0.5128
1325239200 20111230100000 0 0.0662 0.0798 0 0 0 0 0.066 0.1138 0.0288 0.0161 96.65 96.94 898.14 355.58 0.04 0.5121
1325242800 20111230110000 0 0.0696 0.077 0 0 0 0 0.0694 0.1094 0.0296 0.0117 96.75 96.92 898.01 348.7 0.03 0.5113
1325246400 20111230120000 0 0.057 0.0759 0 0 0 0 0.0569 0.1052 0.0305 0.0085 96.84 96.91 897.94 342.03 0.02 0.5106
1325250000 20111230130000 0 0.0342 0.0737 0 0 0 0 0.0341 0.1012 0.0313 0.0062 96.9 96.9 897.91 335.62 0.02 0.5101
1325253600 20111230140000 0 0.0217 0.0731 0 0 0 0 0.0217 0.0975 0.0321 0.0045 96.96 96.9 897.91 329.51 0.01 0.5096
1325257200 20111230150000 0 0.0011 0.072 0 0 0 0 0.0011 0.094 0.0328 0.0033 96.99 96.9 897.93 323.72 0.01 0.5094
1325260800 20111230160000 0 0 0.0703 0 0 0 0 0 0.0908 0.0335 0.0024 97.02 96.91 897.97 318.24 0.01 0.5091
1325264400 20111230170000 0 0 0.0692 0 0 0 0 0 0.0878 0.0342 0.0018 97.06 96.92 898.02 313.06 0 0.5088
1325268000 20111230180000 0 0 0.0676 0 0 0 0 0 0.085 0.0348 0.0013 97.09 96.93 898.08 308.17 0 0.5085
1325271600 20111230190000 0 0 0.0665 0 0 0 0 0 0.0824 0.0354 0.0009 97.13 96.94 898.15 303.56 0 0.5082
1325275200 20111230200000 0.1 0 0.0654 0 0 0 0 0 0.08 0.0359 0.0007 97.12 96.95 898.23 299.32 0.05 0.5083
1325278800 20111230210000 0 0 0.0648 0 0 0 0 0 0.0778 0.0364 0.0141 97.15 96.97 898.3 296.59 0.04 0.508
1325282400 20111230220000 0 0 0.0642 0 0 0 0 0 0.0764 0.0367 0.0103 97.19 96.98 898.38 293.65 0.03 0.5078
1325286000 20111230230000 0 0 0.0631 0 0 0 0 0 0.075 0.0371 0.0075 97.23 96.99 898.47 290.61 0.02 0.5075
1325289600 20111231000000 0 0 0.0631 0 0 0 0 0 0.0735 0.0374 0.0055 97.26 97.01 898.57 287.55 0.01 0.5071
1325293200 20111231010000 0 0 0.0626 0 0 0 0 0 0.072 0.0378 0.004 97.3 97.03 898.67 284.53 0.01 0.5068
1325296800 20111231020000 0.1 0 0.062 0 0 0 0 0 0.0705 0.0381 0.0029 97.29 97.05 898.79 281.68 0.06 0.5069
1325300400 20111231030000 0.5 0 0.062 0 0 0 0 0 0.0691 0.0384 0.0157 97.08 97.07 898.9 280.68 0.3 0.5086
1325304000 20111231040000 0.7 0 0.0615 0 0 0 0 0 0.0687 0.0385 0.0794 96.78 97.07 898.9 286.31 0.57 0.511
1325307600 20111231050000 1.4 0 0.0642 0 0 0 0 0 0.0736 0.0373 0.1991 96.13 97.03 898.7 303.98 1.09 0.5162
1325311200 20111231060000 0.1 0 0.0698 0 0 0 0 0 0.0844 0.0348 0.2711 96.12 96.97 898.32 326.24 0.87 0.5163
1325314800 20111231070000 0.1 0 0.0737 0 0 0 0 0 0.0946 0.0326 0.22 96.11 96.91 897.96 342.14 0.7 0.5164
1325318400 20111231080000 0.2 0.0053 0.0775 0 0 0 0 0.0053 0.1031 0.031 0.1808 96.05 96.85 897.62 353.21 0.62 0.5169
1325322000 20111231090000 0.5 0.0118 0.0825 0 0 0 0 0.0118 0.108 0.03 0.1653 95.85 96.79 897.27 362.43 0.71 0.5185
1325325600 20111231100000 0 0.0184 0.087 0 0 0 0 0.0184 0.1154 0.0287 0.177 95.89 96.73 896.88 371.44 0.53 0.5181
1325329200 20111231110000 0 0.0224 0.0903 0 0 0 0 0.0223 0.1195 0.0279 0.1419 95.94 96.67 896.52 376.45 0.39 0.5177
1325332800 20111231120000 0.3 0.0171 0.093 0 0 0 0 0.0171 0.1227 0.0274 0.1035 95.84 96.62 896.21 377.54 0.44 0.5185
1325336400 20111231130000 0.3 0.0171 0.0958 0 0 0 0 0.0171 0.1235 0.0273 0.1171 95.74 96.56 895.88 379.92 0.47 0.5193
1325340000 20111231140000 0.2 0.0066 0.098 0 0 0 0 0.0066 0.125 0.0271 0.1271 95.68 96.5 895.53 383.02 0.45 0.5198
1325343600 20111231150000 0.3 0.0013 0.1002 0 0 0 0 0.0013 0.1271 0.0268 0.1205 95.57 96.44 895.18 385.34 0.48 0.5207
1325347200 20111231160000 0 0 0.1025 0 0 0 0 0 0.1287 0.0265 0.1297 95.59 96.38 894.81 388.09 0.35 0.5205
1325350800 20111231170000 0 0 0.103 0 0 0 0 0 0.1306 0.0263 0.0946 95.62 96.33 894.47 387.12 0.26 0.5203
1325354400 20111231180000 0 0 0.103 0 0 0 0 0 0.1299 0.0265 0.0689 95.65 96.27 894.17 383.67 0.19 0.5201
1325358000 20111231190000 0 0 0.103 0 0 0 0 0 0.1276 0.0269 0.0503 95.67 96.23 893.9 378.63 0.14 0.5199
1325361600 20111231200000 0 0 0.1025 0 0 0 0 0 0.1242 0.0276 0.0367 95.7 96.19 893.66 372.64 0.1 0.5196
1325365200 20111231210000 0.5 0 0.1014 0 0 0 0 0 0.1202 0.0283 0.0267 95.49 96.15 893.45 366.62 0.33 0.5213
1325368800 20111231220000 0.3 0 0.1008 0 0 0 0 0 0.1164 0.0291 0.0892 95.38 96.11 893.17 367.11 0.4 0.5223
1325372400 20111231230000 0 0 0.1008 0 0 0 0 0 0.1167 0.0291 0.1069 95.41 96.06 892.85 369.05 0.29 0.522
1325376000 20120101000000 0 0 0.1014 0 0 0 0 0 0.1179 0.0289 0.078 95.43 96.01 892.58 367.94 0.21 0.5218
1325379600 20120101010000 0.3 0 0.1014 0 0 0 0 0 0.1172 0.0291 0.0569 95.32 95.97 892.33 365.12 0.31 0.5227
1325383200 20120101020000 0.2 0 0.1019 0 0 0 0 0 0.1154 0.0295 0.0834 95.25 95.92 892.05 365.07 0.33 0.5232
1325386800 20120101030000 0.2 0 0.103 0 0 0 0 0 0.1154 0.0295 0.0889 95.19 95.87 891.77 365.57 0.35 0.5237
1325390400 20120101040000 1.2 0 0.1052 0 0 0 0 0 0.1157 0.0295 0.0929 94.65 95.82 891.48 367.44 0.88 0.5281
1325394000 20120101050000 0.1 0 0.1102 0 0 0 0 0 0.1193 0.0289 0.2238 94.63 95.74 890.98 380.88 0.71 0.5282
1325397600 20120101060000 0.1 0 0.1169 0 0 0 0 0 0.1257 0.0278 0.1898 94.61 95.66 890.5 390.16 0.57 0.5284
1325401200 20120101070000 0.3 0 0.1218 0 0 0 0 0 0.132 0.0267 0.1525 94.5 95.59 890.05 395.19 0.57 0.5293
1325404800 20120101080000 1.1 0.0069 0.1252 0 0 0 0 0.0069 0.1355 0.0262 0.1537 94.01 95.51 889.59 400.73 1 0.5332
1325408400 20120101090000 0.2 0.0125 0.1318 0 0 0 0 0.0125 0.1422 0.0251 0.2572 93.96 95.4 888.95 414.93 0.85 0.5336
1325412000 20120101100000 0.1 0.0167 0.1385 0 0 0 0 0.0167 0.1516 0.0237 0.2153 93.95 95.3 888.34 423.76 0.68 0.5336
1325415600 20120101110000 0.3 0.0181 0.1423 0 0 0 0 0.0181 0.1563 0.023 0.1831 93.85 95.2 887.76 429.03 0.66 0.5344
1325419200 20120101120000 0 0.0236 0.1462 0 0 0 0 0.0235 0.1603 0.0224 0.1765 93.9 95.11 887.19 432.86 0.48 0.5341
1325422800 20120101130000 0.3 0.0153 0.1484 0 0 0 0 0.0153 0.1633 0.0221 0.1287 93.8 95.02 886.67 431.89 0.51 0.5349
1325426400 20120101140000 0.6 0.0056 0.1495 0 0 0 0 0.0056 0.1625 0.0223 0.1368 93.54 94.93 886.14 432.13 0.69 0.5369
1325430000 20120101150000 0.1 0.0014 0.1518 0 0 0 0 0.0014 0.1627 0.0223 0.1858 93.52 94.84 885.55 436.77 0.56 0.5371
1325433600 20120101160000 0.2 0 0.1534 0 0 0 0 0 0.1664 0.0218 0.1499 93.45 94.74 884.99 437.5 0.51 0.5376
1325437200 20120101170000 0.3 0 0.154 0 0 0 0 0 0.1669 0.0218 0.1381 93.33 94.65 884.43 437.1 0.54 0.5386
1325440800 20120101180000 0.3 0 0.1567 0 0 0 0 0 0.1666 0.022 0.1439 93.22 94.56 883.87 437.32 0.55 0.5395
1325444400 20120101190000 0.3 0 0.1595 0 0 0 0 0 0.1668 0.022 0.1483 93.1 94.46 883.3 437.98 0.57 0.5404
1325448000 20120101200000 0.1 0 0.1628 0 0 0 0 0 0.1673 0.022 0.1515 93.08 94.36 882.72 438.7 0.47 0.5406
1325451600 20120101210000 0.4 0 0.1645 0 0 0 0 0 0.1679 0.022 0.125 92.92 94.27 882.17 437.01 0.56 0.5419
1325455200 20120101220000 1 0 0.1667 0 0 0 0 0 0.1665 0.0223 0.1491 92.48 94.18 881.59 438.5 0.95 0.5454
1325458800 20120101230000 1.6 0 0.1717 0 0 0 0 0 0.1712 0.0217 0.3043 91.78 94.04 880.79 455.58 1.52 0.551
1325462400 20120102000000 1.4 0 0.1933 0 0 0 0 0 0.1901 0.0191 0.4409 91.17 93.87 879.75 483.97 1.84 0.5558
1325466000 20120102010000 0.1 0 0.2282 0 0 0 0 0 0.2156 0.0157 0.4521 91.14 93.68 878.62 509.28 1.44 0.556
1325469600 20120102020000 0.1 0 0.2553 0 0 0 0 0 0.2335 0.0134 0.3644 91.11 93.5 877.55 523.81 1.13 0.5563
1325473200 20120102030000 1.3 0 0.2647 0 0 0 0 0 0.2456 0.0121 0.331 90.55 93.33 876.49 534.86 1.52 0.5607
1325476800 20120102040000 5.7 0 0.2725 0 0 0 0 0 0.2711 0.0092 0.7044 88.1 93.06 874.9 584.8 4.05 0.5801
1325480400 20120102050000 0 0 0.3423 0 0 0 0 0 0.3438 0.0014 0.9669 88.1 92.72 872.84 647.25 3.08 0.5801
1325484000 20120102060000 0 0 0.3977 0 0 0 0 0 0.4043 -0.0046 0.741 88.1 92.4 870.92 680.47 2.33 0.5801
1325487600 20120102070000 0 0 0.4004 0 0 0 0 0 0.4365 -0.0077 0.57 88.09 92.1 869.12 693.05 1.75 0.5802
1325491200 20120102080000 0 0.0089 0.381 0 0 0 0 0.0089 0.447 -0.0086 0.4377 88.09 91.82 867.43 691.25 1.31 0.5802
1325494800 20120102090000 0 0.0327 0.3517 0 0 0 0 0.0326 0.4404 -0.0077 0.3272 88.12 91.57 865.86 679.13 0.98 0.58
1325498400 20120102100000 0 0.0683 0.3162 0 0 0 0 0.0682 0.4211 -0.0054 0.2446 88.18 91.33 864.42 660.87 0.73 0.5795
1325502000 20120102110000 0 0.0639 0.2891 0 0 0 0 0.0638 0.3928 -0.0023 0.1789 88.24 91.11 863.11 639.19 0.55 0.579
1325505600 20120102120000 0 0.0624 0.2675 0 0 0 0 0.0623 0.3644 0.0007 0.1349 88.3 90.91 861.92 616.25 0.41 0.5785
1325509200 20120102130000 0 0.0416 0.2509 0 0 0 0 0.0415 0.3361 0.0038 0.1015 88.35 90.73 860.84 593.13 0.31 0.5782
1325512800 20120102140000 0 0.0193 0.237 0 0 0 0 0.0193 0.3092 0.0069 0.0764 88.37 90.57 859.84 570.52 0.23 0.578
1325516400 20120102150000 0 0.003 0.2238 0 0 0 0 0.003 0.2844 0.0099 0.0575 88.39 90.42 858.93 548.81 0.18 0.5779
1325520000 20120102160000 0 0 0.2138 0 0 0 0 0 0.2618 0.0127 0.0433 88.4 90.28 858.08 528.23 0.13 0.5778
1325523600 20120102170000 0 0 0.2049 0 0 0 0 0 0.243 0.0153 0.0332 88.42 90.15 857.29 508.78 0.1 0.5776
1325527200 20120102180000 0 0 0.1983 0 0 0 0 0 0.2246 0.0178 0.0248 88.43 90.03 856.56 490.59 0.07 0.5775
1325530800 20120102190000 0 0 0.1905 0 0 0 0 0 0.2081 0.0203 0.0186 88.45 89.92 855.9 473.66 0.06 0.5773
1325534400 20120102200000 0 0 0.1828 0 0 0 0 0 0.1935 0.0225 0.0139 88.48 89.82 855.28 457.95 0.04 0.5772
1325538000 20120102210000 0 0 0.1756 0 0 0 0 0 0.1805 0.0246 0.0104 88.5 89.73 854.72 443.4 0.03 0.577
1325541600 20120102220000 0 0 0.1695 0 0 0 0 0 0.1689 0.0265 0.0078 88.53 89.64 854.21 429.94 0.02 0.5767
1325545200 20120102230000 0 0 0.1639 0 0 0 0 0 0.1586 0.0283 0.0058 88.56 89.56 853.75 417.49 0.02 0.5765
