"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fGS" "fQS" "dV" "dVeq" "dG" "hS" "hQ" "W"
1326247200 20120111020000 0 0 0.0737 0 0 0 0 0 0.0661 0.0565 0 83.93 83.06 813.94 274.17 0 0.6128
1326250800 20120111030000 0 0 0.0731 0 0 0 0 0 0.0656 0.0565 0 83.99 83.12 814.32 273.26 0 0.6124
1326254400 20120111040000 0 0 0.0726 0 0 0 0 0 0.0652 0.0566 0 84.05 83.18 814.69 272.4 0 0.6119
1326258000 20120111050000 0 0 0.072 0 0 0 0 0 0.0648 0.0566 0 84.1 83.24 815.06 271.57 0 0.6115
1326261600 20120111060000 0 0 0.0714 0 0 0 0 0 0.0644 0.0566 0 84.16 83.3 815.43 270.79 0 0.6111
1326265200 20120111070000 0 0.0011 0.0709 0 0 0 0 0.0011 0.0641 0.0567 0 84.22 83.36 815.79 270.05 0 0.6106
1326268800 20120111080000 0 0.008 0.0703 0 0 0 0 0.008 0.0637 0.0567 0 84.29 83.42 816.16 269.33 0 0.6101
1326272400 20120111090000 0 0.0114 0.0698 0 0 0 0 0.0114 0.0634 0.0567 0 84.35 83.48 816.53 268.65 0 0.6096
1326276000 20120111100000 0 0.0193 0.0687 0 0 0 0 0.0193 0.0631 0.0567 0 84.43 83.54 816.9 267.99 0 0.609
1326279600 20120111110000 0 0.0193 0.0687 0 0 0 0 0.0193 0.0628 0.0567 0 84.51 83.6 817.28 267.36 0 0.6084
1326283200 20120111120000 0 0.0193 0.0687 0 0 0 0 0.0193 0.0625 0.0567 0 84.58 83.67 817.67 266.76 0 0.6078
1326286800 20120111130000 0 0.0136 0.0676 0 0 0 0 0.0136 0.0623 0.0567 0 84.65 83.73 818.06 266.19 0 0.6072
1326290400 20120111140000 0 0.0068 0.067 0 0 0 0 0.0068 0.062 0.0567 0 84.72 83.79 818.46 265.65 0 0.6067
1326294000 20120111150000 0 0.0011 0.067 0 0 0 0 0.0011 0.0618 0.0567 0 84.78 83.86 818.85 265.14 0 0.6063
1326297600 20120111160000 0 0 0.067 0 0 0 0 0 0.0615 0.0567 0 84.83 83.92 819.25 264.66 0 0.6058
1326301200 20120111170000 0.1 0 0.0654 0 0 0 0 0 0.0613 0.0567 0 84.85 83.99 819.64 264.29 0.06 0.6057
1326304800 20120111180000 0.1 0 0.0654 0 0 0 0 0 0.0612 0.0566 0.0162 84.87 84.05 820.01 265.56 0.1 0.6055
1326308400 20120111190000 0.1 0 0.0654 0 0 0 0 0 0.0617 0.0564 0.0281 84.89 84.1 820.36 267.93 0.14 0.6054
1326312000 20120111200000 0 0 0.0654 0 0 0 0 0 0.0628 0.056 0.0367 84.94 84.16 820.7 270.92 0.1 0.6049
1326315600 20120111210000 0.1 0 0.0654 0 0 0 0 0 0.0641 0.0555 0.0268 84.96 84.21 821.03 272.83 0.13 0.6048
1326319200 20120111220000 0 0 0.0654 0 0 0 0 0 0.065 0.0552 0.0357 85.02 84.26 821.35 275.42 0.1 0.6044
1326322800 20120111230000 0 0 0.0659 0 0 0 0 0 0.0662 0.0547 0.0261 85.07 84.32 821.67 276.88 0.07 0.6039
1326326400 20120112000000 0 0 0.0659 0 0 0 0 0 0.0669 0.0545 0.019 85.13 84.37 822 277.54 0.05 0.6035
1326330000 20120112010000 0 0 0.0654 0 0 0 0 0 0.0672 0.0543 0.0139 85.18 84.42 822.32 277.63 0.04 0.6031
1326333600 20120112020000 0 0 0.0659 0 0 0 0 0 0.0672 0.0542 0.0101 85.24 84.47 822.65 277.34 0.03 0.6027
1326337200 20120112030000 0 0 0.0665 0 0 0 0 0 0.0671 0.0542 0.0074 85.29 84.53 822.97 276.79 0.02 0.6022
1326340800 20120112040000 0 0 0.067 0 0 0 0 0 0.0668 0.0542 0.0054 85.35 84.58 823.3 276.06 0.01 0.6018
1326344400 20120112050000 0 0 0.067 0 0 0 0 0 0.0665 0.0542 0.0039 85.4 84.63 823.62 275.22 0.01 0.6014
1326348000 20120112060000 0 0 0.067 0 0 0 0 0 0.0661 0.0543 0.0029 85.46 84.69 823.95 274.32 0.01 0.6009
1326351600 20120112070000 0 0 0.067 0 0 0 0 0 0.0657 0.0543 0.0021 85.51 84.74 824.28 273.39 0.01 0.6005
1326355200 20120112080000 0 0.0073 0.0676 0 0 0 0 0.0073 0.0653 0.0544 0.0015 85.57 84.79 824.61 272.45 0 0.6
1326358800 20120112090000 0 0.0109 0.0676 0 0 0 0 0.0109 0.0648 0.0544 0.0011 85.64 84.85 824.94 271.51 0 0.5995
1326362400 20120112100000 0.3 0.0127 0.067 0 0 0 0 0.0127 0.0644 0.0545 0.0008 85.59 84.9 825.28 270.88 0.18 0.5999
1326366000 20120112110000 0.2 0.0127 0.067 0 0 0 0 0.0127 0.0641 0.0545 0.0488 85.57 84.95 825.57 274.99 0.25 0.6
1326369600 20120112120000 0.1 0.0109 0.067 0 0 0 0 0.0109 0.066 0.0539 0.0678 85.6 84.99 825.84 280.64 0.24 0.5998
1326373200 20120112130000 1.2 0.0145 0.0676 0 0 0 0 0.0145 0.0687 0.0531 0.0655 85.19 85.04 826.1 286.82 0.9 0.603
1326376800 20120112140000 0 0.0273 0.072 0 0 0 0 0.0273 0.0751 0.0512 0.22 85.27 85.05 826.17 306.4 0.68 0.6024
1326380400 20120112150000 0 0.0036 0.0748 0 0 0 0 0.0036 0.0834 0.049 0.1689 85.32 85.06 826.27 319.85 0.51 0.602
1326384000 20120112160000 0 0 0.0759 0 0 0 0 0 0.0886 0.0477 0.1354 85.37 85.08 826.38 329.3 0.37 0.6016
1326387600 20120112170000 0 0 0.0781 0 0 0 0 0 0.0939 0.0464 0.0987 85.41 85.1 826.5 334.42 0.27 0.6013
1326391200 20120112180000 0 0 0.0786 0 0 0 0 0 0.0968 0.0457 0.072 85.46 85.12 826.63 336.51 0.2 0.6009
1326394800 20120112190000 0 0 0.0786 0 0 0 0 0 0.098 0.0454 0.0525 85.51 85.15 826.78 336.49 0.14 0.6005
1326398400 20120112200000 0 0 0.0775 0 0 0 0 0 0.098 0.0453 0.0383 85.55 85.17 826.93 335.06 0.1 0.6002
1326402000 20120112210000 0 0 0.0764 0 0 0 0 0 0.0972 0.0455 0.0279 85.6 85.2 827.09 332.68 0.08 0.5998
1326405600 20120112220000 0 0 0.0753 0 0 0 0 0 0.0958 0.0458 0.0204 85.64 85.23 827.26 329.71 0.06 0.5995
1326409200 20120112230000 0.1 0 0.0742 0 0 0 0 0 0.0941 0.0462 0.0148 85.65 85.26 827.44 326.5 0.1 0.5994
1326412800 20120113000000 0.2 0 0.0737 0 0 0 0 0 0.0923 0.0465 0.0269 85.62 85.28 827.61 324.81 0.19 0.5997
1326416400 20120113010000 0.6 0 0.0726 0 0 0 0 0 0.0914 0.0467 0.0518 85.42 85.31 827.75 326.12 0.5 0.6012
1326420000 20120113020000 0.2 0 0.0731 0 0 0 0 0 0.0921 0.0465 0.1342 85.39 85.31 827.8 335.19 0.49 0.6014
1326423600 20120113030000 0 0 0.0737 0 0 0 0 0 0.0973 0.0453 0.1301 85.44 85.32 827.84 343 0.35 0.6011
1326427200 20120113040000 0 0 0.0748 0 0 0 0 0 0.1018 0.0443 0.0949 85.48 85.33 827.89 346.73 0.26 0.6007
1326430800 20120113050000 0 0 0.0759 0 0 0 0 0 0.104 0.0437 0.0692 85.53 85.34 827.95 347.62 0.19 0.6004
1326434400 20120113060000 0 0 0.0764 0 0 0 0 0 0.1046 0.0436 0.0504 85.57 85.35 828.03 346.57 0.14 0.6
1326438000 20120113070000 0 0.0013 0.0759 0 0 0 0 0.0013 0.1039 0.0437 0.0368 85.62 85.37 828.13 344.22 0.1 0.5997
1326441600 20120113080000 0 0.0217 0.0759 0 0 0 0 0.0217 0.1025 0.044 0.0268 85.68 85.38 828.23 341.03 0.07 0.5992
1326445200 20120113090000 0 0.0573 0.0748 0 0 0 0 0.0572 0.1007 0.0444 0.0196 85.78 85.41 828.36 337.31 0.05 0.5984
1326448800 20120113100000 0 0.0981 0.0731 0 0 0 0 0.0979 0.0985 0.0449 0.0143 85.93 85.43 828.52 333.28 0.04 0.5972
1326452400 20120113110000 0 0.0586 0.072 0 0 0 0 0.0585 0.0962 0.0454 0.0104 86.03 85.47 828.73 329.19 0.03 0.5964
1326456000 20120113120000 0 0.0841 0.0714 0 0 0 0 0.0839 0.0938 0.0459 0.0076 86.16 85.51 828.98 325.07 0.02 0.5954
1326459600 20120113130000 0 0.0471 0.0698 0 0 0 0 0.047 0.0915 0.0464 0.0055 86.26 85.55 829.26 321.07 0.02 0.5947
1326463200 20120113140000 0 0.028 0.0687 0 0 0 0 0.0279 0.0893 0.0469 0.004 86.33 85.6 829.56 317.2 0.01 0.5941
1326466800 20120113150000 0 0.0038 0.0676 0 0 0 0 0.0038 0.0872 0.0474 0.0029 86.38 85.65 829.87 313.51 0.01 0.5937
1326470400 20120113160000 0 0 0.067 0 0 0 0 0 0.0852 0.0478 0.0021 86.43 85.7 830.18 309.98 0.01 0.5933
1326474000 20120113170000 0 0 0.0654 0 0 0 0 0 0.0833 0.0482 0.0016 86.48 85.75 830.49 306.63 0 0.5929
1326477600 20120113180000 0 0 0.0642 0 0 0 0 0 0.0816 0.0486 0.0011 86.53 85.8 830.81 303.44 0 0.5925
1326481200 20120113190000 0 0 0.0631 0 0 0 0 0 0.0799 0.049 0.0008 86.58 85.85 831.12 300.43 0 0.5921
1326484800 20120113200000 0.2 0 0.062 0 0 0 0 0 0.0784 0.0493 0.0006 86.55 85.91 831.43 297.78 0.12 0.5924
1326488400 20120113210000 0 0 0.0609 0 0 0 0 0 0.077 0.0496 0.0322 86.6 85.95 831.7 298.25 0.09 0.592
1326492000 20120113220000 0 0 0.0609 0 0 0 0 0 0.0773 0.0495 0.0235 86.65 86 831.98 297.82 0.06 0.5916
1326495600 20120113230000 0 0 0.0604 0 0 0 0 0 0.0771 0.0495 0.0171 86.7 86.04 832.25 296.77 0.05 0.5912
1326499200 20120114000000 0 0 0.0598 0 0 0 0 0 0.0765 0.0495 0.0125 86.75 86.09 832.54 295.32 0.03 0.5908
1326502800 20120114010000 0 0 0.0593 0 0 0 0 0 0.0758 0.0497 0.0091 86.8 86.13 832.82 293.62 0.02 0.5904
1326506400 20120114020000 0 0 0.0587 0 0 0 0 0 0.0749 0.0498 0.0066 86.85 86.18 833.1 291.77 0.02 0.59
1326510000 20120114030000 0 0 0.0582 0 0 0 0 0 0.074 0.05 0.0048 86.9 86.23 833.39 289.86 0.01 0.5896
1326513600 20120114040000 0 0 0.0576 0 0 0 0 0 0.0731 0.0502 0.0035 86.95 86.27 833.68 287.93 0.01 0.5892
1326517200 20120114050000 0 0 0.0576 0 0 0 0 0 0.0721 0.0504 0.0026 87 86.32 833.96 286.01 0.01 0.5888
1326520800 20120114060000 0 0 0.057 0 0 0 0 0 0.0712 0.0506 0.0019 87.05 86.37 834.26 284.14 0.01 0.5884
1326524400 20120114070000 0 0.0011 0.0559 0 0 0 0 0.0011 0.0703 0.0508 0.0014 87.1 86.42 834.55 282.32 0 0.588
1326528000 20120114080000 0 0.0209 0.0559 0 0 0 0 0.0209 0.0695 0.051 0.001 87.18 86.46 834.84 280.56 0 0.5874
1326531600 20120114090000 0 0.0595 0.0554 0 0 0 0 0.0594 0.0686 0.0512 0.0007 87.29 86.51 835.15 278.82 0 0.5866
1326535200 20120114100000 0 0.0584 0.0548 0 0 0 0 0.0583 0.0678 0.0513 0.0005 87.4 86.57 835.48 277.17 0 0.5857
1326538800 20120114110000 0 0.0551 0.0543 0 0 0 0 0.055 0.067 0.0515 0.0004 87.5 86.63 835.83 275.6 0 0.5848
1326542400 20120114120000 0 0.0926 0.0537 0 0 0 0 0.0924 0.0663 0.0516 0.0003 87.65 86.69 836.21 274.07 0 0.5837
1326546000 20120114130000 0 0.0584 0.0532 0 0 0 0 0.0583 0.0656 0.0517 0.0002 87.76 86.75 836.62 272.65 0 0.5828
1326549600 20120114140000 0 0.043 0.0532 0 0 0 0 0.0429 0.0649 0.0518 0.0001 87.85 86.82 837.05 271.31 0 0.5821
1326553200 20120114150000 0 0.011 0.0532 0 0 0 0 0.011 0.0643 0.0519 0.0001 87.92 86.9 837.49 270.07 0 0.5816
1326556800 20120114160000 0 0 0.0532 0 0 0 0 0 0.0638 0.052 0.0001 87.97 86.97 837.93 268.9 0 0.5812
1326560400 20120114170000 0 0 0.0532 0 0 0 0 0 0.0632 0.0521 0.0001 88.02 87.04 838.36 267.79 0 0.5807
1326564000 20120114180000 0 0 0.0521 0 0 0 0 0 0.0627 0.0521 0 88.07 87.11 838.78 266.74 0 0.5803
1326567600 20120114190000 0 0 0.0521 0 0 0 0 0 0.0623 0.0522 0 88.13 87.17 839.19 265.73 0 0.5799
1326571200 20120114200000 0 0 0.051 0 0 0 0 0 0.0618 0.0522 0 88.18 87.24 839.6 264.78 0 0.5795
1326574800 20120114210000 0 0 0.051 0 0 0 0 0 0.0614 0.0523 0 88.23 87.31 840 263.86 0 0.5791
1326578400 20120114220000 0 0 0.0504 0 0 0 0 0 0.061 0.0523 0 88.29 87.37 840.4 263 0 0.5787
1326582000 20120114230000 0 0 0.0498 0 0 0 0 0 0.0606 0.0523 0 88.34 87.44 840.79 262.17 0 0.5782
1326585600 20120115000000 0 0 0.0498 0 0 0 0 0 0.0602 0.0523 0 88.39 87.5 841.17 261.38 0 0.5778
1326589200 20120115010000 0 0 0.0498 0 0 0 0 0 0.0599 0.0524 0 88.44 87.56 841.56 260.63 0 0.5774
1326592800 20120115020000 0 0 0.0493 0 0 0 0 0 0.0596 0.0524 0 88.5 87.62 841.93 259.92 0 0.577
1326596400 20120115030000 0 0 0.0487 0 0 0 0 0 0.0592 0.0524 0 88.55 87.69 842.31 259.23 0 0.5766
1326600000 20120115040000 0 0 0.0493 0 0 0 0 0 0.0589 0.0524 0 88.6 87.75 842.68 258.58 0 0.5762
1326603600 20120115050000 0 0 0.0487 0 0 0 0 0 0.0587 0.0524 0 88.66 87.81 843.04 257.96 0 0.5757
1326607200 20120115060000 0 0 0.0482 0 0 0 0 0 0.0584 0.0524 0 88.71 87.87 843.41 257.36 0 0.5753
1326610800 20120115070000 0 0.0022 0.0482 0 0 0 0 0.0022 0.0581 0.0524 0 88.76 87.92 843.77 256.79 0 0.5749
1326614400 20120115080000 0 0.0189 0.0476 0 0 0 0 0.0189 0.0579 0.0524 0 88.84 87.98 844.13 256.22 0 0.5743
1326618000 20120115090000 0 0.0635 0.0471 0 0 0 0 0.0634 0.0576 0.0524 0 88.95 88.04 844.49 255.64 0 0.5734
1326621600 20120115100000 0 0.0869 0.0465 0 0 0 0 0.0867 0.0574 0.0524 0 89.09 88.11 844.88 255.05 0 0.5723
1326625200 20120115110000 0 0.1058 0.046 0 0 0 0 0.1056 0.0571 0.0524 0 89.25 88.18 845.3 254.47 0 0.571
1326628800 20120115120000 0 0.1024 0.046 0 0 0 0 0.1022 0.0569 0.0524 0 89.41 88.25 845.76 253.92 0 0.5698
1326632400 20120115130000 0 0.078 0.0454 0 0 0 0 0.0778 0.0567 0.0524 0 89.54 88.33 846.26 253.42 0 0.5688
1326636000 20120115140000 0 0.0367 0.0454 0 0 0 0 0.0366 0.0564 0.0523 0 89.63 88.42 846.77 252.97 0 0.5681
1326639600 20120115150000 0 0.0056 0.0454 0 0 0 0 0.0056 0.0563 0.0523 0 89.68 88.5 847.29 252.57 0 0.5676
1326643200 20120115160000 0 0 0.0454 0 0 0 0 0 0.0561 0.0522 0 89.74 88.59 847.79 252.18 0 0.5672
1326646800 20120115170000 0 0 0.0454 0 0 0 0 0 0.0559 0.0522 0 89.79 88.67 848.29 251.81 0 0.5668
1326650400 20120115180000 0 0 0.0443 0 0 0 0 0 0.0558 0.0521 0 89.84 88.75 848.77 251.44 0 0.5663
1326654000 20120115190000 0 0 0.0443 0 0 0 0 0 0.0556 0.0521 0 89.9 88.82 849.24 251.09 0 0.5659
1326657600 20120115200000 0 0 0.0438 0 0 0 0 0 0.0555 0.052 0 89.95 88.9 849.7 250.74 0 0.5655
1326661200 20120115210000 0 0 0.0432 0 0 0 0 0 0.0553 0.052 0 90 88.97 850.14 250.41 0 0.5651
1326664800 20120115220000 0 0 0.0432 0 0 0 0 0 0.0552 0.0519 0 90.05 89.04 850.58 250.08 0 0.5647
1326668400 20120115230000 0 0 0.0432 0 0 0 0 0 0.055 0.0519 0 90.11 89.12 851.02 249.76 0 0.5643
1326672000 20120116000000 0 0 0.0426 0 0 0 0 0 0.0549 0.0518 0 90.16 89.19 851.44 249.45 0 0.5638
1326675600 20120116010000 0 0 0.0421 0 0 0 0 0 0.0548 0.0518 0 90.21 89.25 851.86 249.15 0 0.5634
1326679200 20120116020000 0 0 0.0421 0 0 0 0 0 0.0547 0.0517 0 90.26 89.32 852.26 248.86 0 0.563
1326682800 20120116030000 0 0 0.0415 0 0 0 0 0 0.0545 0.0517 0 90.31 89.39 852.67 248.57 0 0.5626
1326686400 20120116040000 0 0 0.0415 0 0 0 0 0 0.0544 0.0516 0 90.37 89.45 853.06 248.29 0 0.5622
1326690000 20120116050000 0 0 0.041 0 0 0 0 0 0.0543 0.0516 0 90.42 89.52 853.46 248.02 0 0.5618
1326693600 20120116060000 0 0 0.0399 0 0 0 0 0 0.0542 0.0515 0 90.47 89.58 853.84 247.76 0 0.5614
1326697200 20120116070000 0 0.0027 0.0399 0 0 0 0 0.0027 0.0541 0.0515 0 90.53 89.64 854.22 247.5 0 0.5609
1326700800 20120116080000 0 0.0324 0.0393 0 0 0 0 0.0323 0.054 0.0514 0 90.61 89.71 854.6 247.21 0 0.5603
1326704400 20120116090000 0 0.0613 0.0388 0 0 0 0 0.0612 0.0539 0.0514 0 90.72 89.77 854.99 246.9 0 0.5594
1326708000 20120116100000 0 0.109 0.0382 0 0 0 0 0.1088 0.0537 0.0514 0 90.88 89.84 855.39 246.56 0 0.5581
1326711600 20120116110000 0 0.1072 0.0377 0 0 0 0 0.107 0.0536 0.0513 0 91.04 89.91 855.84 246.22 0 0.5568
1326715200 20120116120000 0 0.0874 0.0377 0 0 0 0 0.0872 0.0534 0.0513 0 91.18 89.99 856.33 245.92 0 0.5557
1326718800 20120116130000 0 0.0649 0.0377 0 0 0 0 0.0648 0.0533 0.0512 0 91.3 90.07 856.84 245.64 0 0.5548
1326722400 20120116140000 0 0.0306 0.0377 0 0 0 0 0.0305 0.0532 0.0511 0 91.38 90.16 857.36 245.4 0 0.5541
1326726000 20120116150000 0 0.0045 0.0382 0 0 0 0 0.0045 0.0531 0.0511 0 91.44 90.25 857.88 245.19 0 0.5537
1326729600 20120116160000 0 0 0.0382 0 0 0 0 0 0.053 0.051 0 91.49 90.33 858.39 244.99 0 0.5533
1326733200 20120116170000 0 0 0.0388 0 0 0 0 0 0.0529 0.0509 0 91.54 90.41 858.89 244.79 0 0.5529
1326736800 20120116180000 0 0 0.0388 0 0 0 0 0 0.0529 0.0508 0 91.59 90.49 859.37 244.58 0 0.5525
1326740400 20120116190000 0 0 0.0388 0 0 0 0 0 0.0528 0.0507 0 91.64 90.57 859.84 244.38 0 0.552
1326744000 20120116200000 0 0 0.0388 0 0 0 0 0 0.0527 0.0507 0 91.69 90.65 860.3 244.18 0 0.5516
1326747600 20120116210000 0 0 0.0382 0 0 0 0 0 0.0526 0.0506 0 91.74 90.72 860.74 243.98 0 0.5512
1326751200 20120116220000 0 0 0.0377 0 0 0 0 0 0.0525 0.0505 0 91.79 90.79 861.18 243.78 0 0.5508
1326754800 20120116230000 0 0 0.0371 0 0 0 0 0 0.0524 0.0505 0 91.85 90.86 861.61 243.58 0 0.5504
1326758400 20120117000000 0 0 0.0366 0 0 0 0 0 0.0524 0.0504 0 91.9 90.93 862.03 243.38 0 0.55
1326762000 20120117010000 0 0 0.0366 0 0 0 0 0 0.0523 0.0503 0 91.95 91 862.45 243.19 0 0.5496
1326765600 20120117020000 0 0 0.036 0 0 0 0 0 0.0522 0.0503 0 92 91.07 862.85 243 0 0.5492
1326769200 20120117030000 0 0 0.0354 0 0 0 0 0 0.0521 0.0502 0 92.05 91.13 863.25 242.81 0 0.5488
1326772800 20120117040000 0 0 0.0349 0 0 0 0 0 0.0521 0.0502 0 92.1 91.2 863.64 242.62 0 0.5484
1326776400 20120117050000 0 0 0.0349 0 0 0 0 0 0.052 0.0501 0 92.15 91.26 864.03 242.43 0 0.548
1326780000 20120117060000 0 0 0.0343 0 0 0 0 0 0.0519 0.0501 0 92.2 91.32 864.41 242.25 0 0.5476
1326783600 20120117070000 0 0.003 0.0338 0 0 0 0 0.003 0.0518 0.05 0 92.25 91.39 864.78 242.06 0 0.5472
1326787200 20120117080000 0 0.0325 0.0332 0 0 0 0 0.0324 0.0518 0.0499 0 92.34 91.45 865.15 241.85 0 0.5465
1326790800 20120117090000 0 0.0661 0.0327 0 0 0 0 0.066 0.0517 0.0499 0 92.45 91.51 865.53 241.61 0 0.5456
1326794400 20120117100000 0 0.0833 0.0327 0 0 0 0 0.0831 0.0516 0.0499 0 92.59 91.58 865.94 241.35 0 0.5445
1326798000 20120117110000 0 0.1138 0.0321 0 0 0 0 0.1136 0.0515 0.0498 0 92.75 91.65 866.37 241.07 0 0.5432
1326801600 20120117120000 0 0.0843 0.0321 0 0 0 0 0.0841 0.0514 0.0497 0 92.89 91.73 866.84 240.83 0 0.5421
1326805200 20120117130000 0 0.0742 0.0321 0 0 0 0 0.074 0.0513 0.0497 0 93.01 91.81 867.34 240.6 0 0.5412
1326808800 20120117140000 0 0.0376 0.0321 0 0 0 0 0.0375 0.0512 0.0496 0 93.1 91.89 867.85 240.4 0 0.5405
1326812400 20120117150000 0 0.0051 0.0327 0 0 0 0 0.0051 0.0511 0.0495 0 93.15 91.98 868.37 240.24 0 0.54
1326816000 20120117160000 0 0 0.0327 0 0 0 0 0 0.051 0.0494 0 93.2 92.06 868.87 240.09 0 0.5396
1326819600 20120117170000 0 0 0.0327 0 0 0 0 0 0.051 0.0494 0 93.25 92.14 869.35 239.93 0 0.5392
1326823200 20120117180000 0 0 0.0332 0 0 0 0 0 0.0509 0.0493 0 93.3 92.22 869.83 239.77 0 0.5388
1326826800 20120117190000 0 0 0.0332 0 0 0 0 0 0.0508 0.0492 0 93.35 92.3 870.29 239.6 0 0.5384
1326830400 20120117200000 0 0 0.0327 0 0 0 0 0 0.0508 0.0491 0 93.4 92.37 870.74 239.44 0 0.538
1326834000 20120117210000 0 0 0.0327 0 0 0 0 0 0.0507 0.0491 0 93.45 92.45 871.18 239.28 0 0.5376
1326837600 20120117220000 0 0 0.0327 0 0 0 0 0 0.0506 0.049 0 93.5 92.52 871.61 239.11 0 0.5372
1326841200 20120117230000 0 0 0.0327 0 0 0 0 0 0.0506 0.0489 0 93.55 92.59 872.03 238.95 0 0.5368
1326844800 20120118000000 0 0 0.0321 0 0 0 0 0 0.0505 0.0489 0 93.6 92.66 872.44 238.78 0 0.5364
1326848400 20120118010000 0 0 0.0321 0 0 0 0 0 0.0504 0.0488 0 93.65 92.72 872.85 238.62 0 0.5361
1326852000 20120118020000 0 0 0.0316 0 0 0 0 0 0.0504 0.0487 0 93.7 92.79 873.24 238.46 0 0.5357
1326855600 20120118030000 0 0 0.0316 0 0 0 0 0 0.0503 0.0487 0 93.75 92.85 873.63 238.29 0 0.5353
1326859200 20120118040000 0 0 0.031 0 0 0 0 0 0.0502 0.0486 0 93.8 92.92 874.01 238.13 0 0.5349
1326862800 20120118050000 0 0 0.031 0 0 0 0 0 0.0502 0.0486 0 93.84 92.98 874.39 237.97 0 0.5345
1326866400 20120118060000 0 0 0.031 0 0 0 0 0 0.0501 0.0485 0 93.89 93.04 874.76 237.81 0 0.5341
1326870000 20120118070000 0 0.0024 0.0305 0 0 0 0 0.0024 0.05 0.0484 0 93.95 93.1 875.13 237.65 0 0.5337
1326873600 20120118080000 0 0.0208 0.0305 0 0 0 0 0.0208 0.05 0.0484 0 94.01 93.16 875.49 237.47 0 0.5331
1326877200 20120118090000 0 0.0588 0.0299 0 0 0 0 0.0587 0.0499 0.0483 0 94.12 93.22 875.85 237.25 0 0.5323
1326880800 20120118100000 0 0.0686 0.0299 0 0 0 0 0.0685 0.0498 0.0483 0 94.24 93.29 876.24 237.03 0 0.5313
1326884400 20120118110000 0 0.0722 0.0299 0 0 0 0 0.072 0.0497 0.0482 0 94.36 93.35 876.65 236.81 0 0.5304
1326888000 20120118120000 0 0.0416 0.0299 0 0 0 0 0.0415 0.0497 0.0482 0 94.45 93.43 877.08 236.62 0 0.5296
1326891600 20120118130000 0 0.0257 0.0305 0 0 0 0 0.0256 0.0496 0.0481 0 94.52 93.5 877.52 236.45 0 0.5291
1326895200 20120118140000 0 0.0086 0.031 0 0 0 0 0.0086 0.0495 0.0481 0 94.58 93.57 877.96 236.3 0 0.5286
1326898800 20120118150000 0.1 0.0012 0.0305 0 0 0 0 0.0012 0.0495 0.048 0 94.58 93.64 878.39 236.25 0.05 0.5286
1326902400 20120118160000 0.1 0 0.031 0 0 0 0 0 0.0494 0.0479 0.0142 94.59 93.71 878.79 237.61 0.09 0.5286
1326906000 20120118170000 1.3 0 0.0321 0 0 0 0 0 0.05 0.0477 0.0245 94.02 93.77 879.17 241.13 0.75 0.5331
1326909600 20120118180000 1.3 0 0.0349 0 0 0 0 0 0.0548 0.0461 0.2478 93.46 93.78 879.18 266.34 1.2 0.5375
1326913200 20120118190000 0.2 0 0.0388 0 0 0 0 0 0.0671 0.0427 0.3007 93.41 93.75 879.05 294.16 1 0.5379
1326916800 20120118200000 0.4 0 0.041 0 0 0 0 0 0.0791 0.0396 0.264 93.27 93.73 878.88 317.01 0.95 0.5391
1326920400 20120118210000 0.1 0 0.0426 0 0 0 0 0 0.0907 0.037 0.2376 93.26 93.69 878.69 335.5 0.76 0.5392
1326924000 20120118220000 0.1 0 0.0454 0 0 0 0 0 0.0995 0.0351 0.1948 93.25 93.66 878.51 348.64 0.62 0.5392
1326927600 20120118230000 0 0 0.0487 0 0 0 0 0 0.1052 0.0339 0.1668 93.28 93.63 878.33 358.19 0.45 0.539
1326931200 20120119000000 0 0 0.051 0 0 0 0 0 0.111 0.0328 0.1216 93.32 93.61 878.18 362.53 0.33 0.5387
1326934800 20120119010000 0 0 0.0526 0 0 0 0 0 0.1138 0.0322 0.0887 93.35 93.59 878.06 363.24 0.24 0.5384
1326938400 20120119020000 0 0 0.0543 0 0 0 0 0 0.1142 0.0322 0.0647 93.38 93.57 877.95 361.51 0.18 0.5382
1326942000 20120119030000 0 0 0.0559 0 0 0 0 0 0.1131 0.0324 0.0472 93.41 93.56 877.87 358.15 0.13 0.5379
1326945600 20120119040000 0.2 0 0.0576 0 0 0 0 0 0.111 0.0328 0.0344 93.36 93.55 877.81 353.97 0.2 0.5384
1326949200 20120119050000 1.8 0 0.0593 0 0 0 0 0 0.1084 0.0334 0.0539 92.56 93.53 877.73 353.66 1.12 0.5447
1326952800 20120119060000 1.8 0 0.0665 0 0 0 0 0 0.1145 0.0322 0.3641 91.78 93.45 877.2 383.63 1.73 0.551
1326956400 20120119070000 1.5 0 0.0792 0 0 0 0 0 0.1385 0.0279 0.5008 91.13 93.31 876.4 424.15 2.06 0.5561
1326960000 20120119080000 2.2 0.0027 0.0964 0 0 0 0 0.0027 0.1725 0.0224 0.6232 90.19 93.13 875.32 473.66 2.66 0.5636
1326963600 20120119090000 1.2 0.0107 0.123 0 0 0 0 0.0107 0.2173 0.0161 0.708 89.69 92.92 874.01 525.53 2.62 0.5675
1326967200 20120119100000 1 0.012 0.1573 0 0 0 0 0.012 0.2645 0.0103 0.6879 89.29 92.68 872.6 569.88 2.49 0.5708
