Iter  Part1  Part2  
1   7.9362596E-04   7.9362596E-04  
2   7.9362596E-04   7.9362596E-04  
3   7.9362596E-04   7.9362596E-04  
4   7.9362596E-04   7.9362596E-04  
5   7.9362596E-04   7.9362596E-04  
6   7.9362596E-04   7.9362596E-04  
7   7.9362596E-04   7.9362596E-04  
8   7.9362596E-04   7.9362596E-04  
9   7.9362596E-04   7.9362596E-04  
10   7.9362596E-04   7.9362596E-04  
11   7.9362596E-04   7.9362596E-04  
12   7.9362596E-04   7.9362596E-04  
13   7.9362596E-04   7.9362596E-04  
14   7.9362596E-04   7.9362596E-04  
15   7.9362596E-04   7.9362596E-04  
16   7.9362596E-04   7.9362596E-04  
17   7.9362596E-04   7.9362596E-04  
18   7.9362596E-04   7.9362596E-04  
19   7.9362596E-04   7.9362596E-04  
20   7.9362596E-04   7.9362596E-04  
21   7.9362596E-04   7.9362596E-04  
22   7.9362596E-04   7.9362596E-04  
23   7.9362596E-04   7.9362596E-04  
24   7.9362596E-04   7.9362596E-04  
25   7.9362596E-04   7.9362596E-04  
26   7.9362596E-04   7.9362596E-04  
27   7.9362596E-04   7.9362596E-04  
28   7.9362596E-04   7.9362596E-04  
29   7.9362596E-04   7.9362596E-04  
30   7.9362596E-04   7.9362596E-04  
31   7.9362596E-04   7.9362596E-04  
32   7.9362596E-04   7.9362596E-04  
33   7.9362596E-04   7.9362596E-04  
34   7.9362596E-04   7.9362596E-04  
35   7.9362596E-04   7.9362596E-04  
36   7.9362596E-04   7.9362596E-04  
37   7.9362596E-04   7.9362596E-04  
38   7.9362596E-04   7.9362596E-04  
39   7.9362596E-04   7.9362596E-04  
40   7.9362596E-04   7.9362596E-04  
41   7.9362596E-04   7.9362596E-04  
42   7.9362596E-04   7.9362596E-04  
43   7.9362596E-04   7.9362596E-04  
44   7.9362596E-04   7.9362596E-04  
45   7.9362596E-04   7.9362596E-04  
46   7.9362596E-04   7.9362596E-04  
47   7.9362596E-04   7.9362596E-04  
48   7.9362596E-04   7.9362596E-04  
49   7.9362596E-04   7.9362596E-04  
50   7.9362596E-04   7.9362596E-04  
51   7.9362596E-04   7.9362596E-04  
52   7.9362596E-04   7.9362596E-04  
53   7.9362596E-04   7.9362596E-04  
54   7.9362596E-04   7.9362596E-04  
55   7.9362596E-04   7.9362596E-04  
56   7.9362596E-04   7.9362596E-04  
57   7.9362596E-04   7.9362596E-04  
58   7.9362596E-04   7.9362596E-04  
59   7.9362596E-04   7.9362596E-04  
60   7.9362596E-04   7.9362596E-04  
61   7.9362596E-04   7.9362596E-04  
62   7.9362596E-04   7.9362596E-04  
63   7.9362596E-04   7.9362596E-04  
64   7.9362596E-04   7.9362596E-04  
65   7.9362596E-04   7.9362596E-04  
66   7.9362596E-04   7.9362596E-04  
67   7.9362596E-04   7.9362596E-04  
68   7.9362596E-04   7.9362596E-04  
69   7.9362596E-04   7.9362596E-04  
70   7.9362596E-04   7.9362596E-04  
71   7.9362596E-04   7.9362596E-04  
72   7.9362596E-04   7.9362596E-04  
73   7.9362596E-04   7.9362596E-04  
74   7.9362596E-04   7.9362596E-04  
75   7.9362596E-04   7.9362596E-04  
76   7.9362596E-04   7.9362596E-04  
77   7.9362596E-04   7.9362596E-04  
78   7.9362596E-04   7.9362596E-04  
79   7.9362596E-04   7.9362596E-04  
80   7.9362596E-04   7.9362596E-04  
81   7.9362596E-04   7.9362596E-04  
82   7.9362596E-04   7.9362596E-04  
83   7.9362596E-04   7.9362596E-04  
84   7.9362596E-04   7.9362596E-04  
85   7.9362596E-04   7.9362596E-04  
86   7.9362596E-04   7.9362596E-04  
87   7.9362596E-04   7.9362596E-04  
88   7.9362596E-04   7.9362596E-04  
89   7.9362596E-04   7.9362596E-04  
90   7.9362596E-04   7.9362596E-04  
91   7.9362596E-04   7.9362596E-04  
92   7.9362596E-04   7.9362596E-04  
93   7.9362596E-04   7.9362596E-04  
94   7.9362596E-04   7.9362596E-04  
95   7.9362596E-04   7.9362596E-04  
96   7.9362596E-04   7.9362596E-04  
97   7.9362596E-04   7.9362596E-04  
98   7.9362596E-04   7.9362596E-04  
99   7.1014202E-04   7.1014202E-04  
100   7.1014202E-04   7.1014202E-04  
101   7.1014202E-04   7.1014202E-04  
102   7.1014202E-04   7.1014202E-04  
103   7.1014202E-04   7.1014202E-04  
104   7.1014202E-04   7.1014202E-04  
105   7.1014202E-04   7.1014202E-04  
106   7.1014202E-04   7.1014202E-04  
107   7.1014202E-04   7.1014202E-04  
108   7.1014202E-04   7.1014202E-04  
109   7.1014202E-04   7.1014202E-04  
110   7.1014202E-04   7.1014202E-04  
111   7.1014202E-04   7.1014202E-04  
112   7.1014202E-04   7.1014202E-04  
113   7.1014202E-04   7.1014202E-04  
114   7.1014202E-04   7.1014202E-04  
115   7.0035921E-04   7.0035921E-04  
116   7.0035921E-04   7.0035921E-04  
117   7.0035921E-04   7.0035921E-04  
118   7.0035921E-04   7.0035921E-04  
119   7.0035921E-04   7.0035921E-04  
120   7.0035921E-04   7.0035921E-04  
121   7.0035921E-04   7.0035921E-04  
122   7.0035921E-04   7.0035921E-04  
123   7.0035921E-04   7.0035921E-04  
124   7.0035921E-04   7.0035921E-04  
125   7.0035921E-04   7.0035921E-04  
126   7.0035921E-04   7.0035921E-04  
127   7.0035921E-04   7.0035921E-04  
128   7.0035921E-04   7.0035921E-04  
129   7.0035921E-04   7.0035921E-04  
130   7.0035921E-04   7.0035921E-04  
131   7.0035921E-04   7.0035921E-04  
132   6.9974558E-04   7.0035921E-04  
133   6.9974558E-04   7.0035921E-04  
134   6.9974558E-04   6.9974558E-04  
135   6.9974558E-04   6.9974558E-04  
136   6.9974558E-04   6.9974558E-04  
137   6.9974558E-04   6.9974558E-04  
138   6.9974558E-04   6.9974558E-04  
139   6.9974558E-04   6.9974558E-04  
140   6.9963121E-04   6.9963121E-04  
141   6.9954645E-04   6.9954645E-04  
142   6.9954645E-04   6.9954645E-04  
143   6.9954645E-04   6.9954645E-04  
144   6.9954645E-04   6.9954645E-04  
145   6.9954645E-04   6.9954645E-04  
